frame_index,file,acquisition_order,X,Y,R,reference_file,success,fail_reason,n_ref_edges,n_mov_edges,n_used_edges,ncc_dx_ref_to_frame_px,ncc_dy_ref_to_frame_px,ncc_peak,ncc_fit_ok,ncc_edge_peak,init_align_dx_px,init_align_dy_px,refined_align_dx_px,refined_align_dy_px,refined_shift_norm_px,before_fit_chamfer_px,before_holdout_chamfer_px,init_fit_chamfer_px,init_holdout_chamfer_px,refined_fit_chamfer_px,refined_holdout_chamfer_px,holdout_improvement_pct,gradient_corr_before,gradient_corr_refined,gradient_corr_gain,stage0a_delta_dx_px,stage0a_delta_dy_px
58,2_8_0.txt,67,2.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,-1.0252893161978,0.9164329794837516,0.9609288573265076,True,False,1.0252893161978,-0.9164329794837516,1.0252894163131714,-0.9164328575134276,1.375160931598487,0.3285600630149015,0.3274333705403655,0.0652156150834291,0.0664231827517028,0.0652156150834291,0.0664231827517028,79.71398497285594,0.7442477345466614,0.9725361466407776,0.2282884120941162,1.1920928955078125e-07,1.1920928955078125e-07
59,4_8_0.txt,68,4.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.940216201859735,0.962842985399446,0.960960328578949,True,False,0.940216201859735,-0.962842985399446,0.8902162313461304,-0.9628429412841796,1.345761167805218,0.3065231239591686,0.3185851892807486,0.0569559346001503,0.0635756058066237,0.0569559346001503,0.0635756058066237,80.04439379302136,0.7531405687332153,0.9727510213851928,0.2196104526519775,-0.0499999523162841,5.960464477539064e-08
60,6_8_0.txt,69,6.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.8513438933844016,1.0028952923259884,0.958972692489624,True,False,0.8513438933844016,-1.0028952923259884,0.8013439178466797,-1.0028951168060305,1.3155171576883904,0.2985437058628058,0.3010570146876966,0.0857884946420186,0.0844575686638859,0.0857884946420186,0.0844575686638859,71.94632094804416,0.7601895332336426,0.9722511768341064,0.2120616436004638,-0.0499999523162841,1.1920928955078125e-07
61,8_8_0.txt,70,8.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.7683244643709642,1.0574242310127917,0.9548484683036804,True,False,0.7683244643709642,-1.0574242310127917,0.7683244943618774,-1.1074241399765017,1.4680363480068892,0.3061958686076884,0.3074105680782898,0.1227216728116473,0.123075242968112,0.0963707192595779,0.0946815744686161,69.20028642460231,0.7581621408462524,0.9579759240150452,0.1998137831687927,-0.25,-0.0499999523162841
62,10_8_0.txt,71,10.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.6695324643864595,1.098434626920684,0.9484416246414183,True,False,0.6695324643864595,-1.098434626920684,0.6695325374603271,-1.1484345197677612,1.4325147757279917,0.3157238960583405,0.3232449493661166,0.1501764333375443,0.1452378091479366,0.1288215150850514,0.1225513182503304,62.087166871236946,0.757684051990509,0.9561886191368104,0.1985045671463012,-0.2499999403953552,-0.0499999523162841
63,12_8_0.txt,72,12.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.5847023321917326,1.1555465373098306,0.9406009316444396,True,False,0.5847023321917326,-1.1555465373098306,0.5847023725509644,-1.205546498298645,1.4254879105958975,0.3316990078200982,0.3387952018978108,0.1616338360703398,0.164974781337725,0.1498555375240955,0.1560709317872843,53.933547195169766,0.7482046484947205,0.9551647901535034,0.2069601416587829,-0.2499999403953552,-0.0499999523162841
64,14_8_0.txt,73,14.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.4497906519045149,1.2397752421107262,0.9388041496276855,True,False,0.4497906519045149,-1.2397752421107262,0.4497908055782318,-1.2397751808166504,1.009738250480677,0.3510525612106915,0.3500347942577251,0.1702377026285583,0.1751663464242223,0.1468439213411795,0.1543982906684803,55.890587678321126,0.7378990650177002,0.9487500786781312,0.2108510136604309,0.2500001490116119,-0.2499999403953552
65,16_8_0.txt,74,16.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.3681880280018408,1.290735667892731,0.9431095719337464,True,False,0.3681880280018408,-1.290735667892731,0.3681881725788116,-1.240735650062561,1.047425004660044,0.3790848087618145,0.3676750533275171,0.1706234378241666,0.167677529324426,0.1372208654116475,0.1347663491006322,63.34634403912488,0.723158061504364,0.9486247897148132,0.2254667282104492,0.2500001490116119,-0.1999999284744262
66,18_8_0.txt,75,18.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.2701777414011431,1.3290547591148196,0.9467334151268004,True,False,0.2701777414011431,-1.3290547591148196,0.2701779007911682,-1.2790546417236328,1.0792433990608388,0.3916853138252029,0.3830170273047588,0.1641132540728449,0.162875536490762,0.1191047898939538,0.1166458771793249,69.54551133140298,0.7069649696350098,0.9486990571022034,0.2417340874671936,0.2500001490116119,-0.1999999284744262
67,20_8_0.txt,76,20.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.1923151911532929,1.377767099969975,0.9468406438827516,True,False,0.1923151911532929,-1.377767099969975,0.2423153519630432,-1.3777670860290527,1.129241413049649,0.4027596679918781,0.4068735244995928,0.1610228270645914,0.1627306514462006,0.1371908890605745,0.1365562122315386,66.43767558985637,0.6876757740974426,0.9500021934509276,0.2623264193534851,0.3000001609325409,-0.25
68,24_8_0.txt,77,24.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.0260046053950896,1.486140645836966,0.9401670098304749,True,False,0.0260046053950896,-1.486140645836966,0.0260046944022178,-1.5861403942108154,1.986310878122414,0.4475868324581534,0.4333619587240004,0.1551141613602863,0.151747603391929,0.1491432311755902,0.1561383942476999,63.97044292779252,0.6445429921150208,0.9231989979743958,0.278656005859375,8.940696716308595e-08,0.4000002145767212
69,28_8_0.txt,78,28.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.111525879092941,1.6482262396222365,0.9493578672409058,True,False,-0.111525879092941,-1.6482262396222365,-0.1615258008241653,-1.6482261419296265,1.9014996393630552,0.4817779579551077,0.4869931485726085,0.1527822177284545,0.1490063202423019,0.1356852207548169,0.1287947614000187,73.55306501179328,0.5975578427314758,0.9565772414207458,0.35901939868927,-0.0499999225139617,0.2500001192092895
70,32_8_0.txt,79,32.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.2746486238839626,1.7473505528966875,0.9495063424110411,True,False,-0.2746486238839626,-1.7473505528966875,-0.2746486067771911,-1.7473504543304443,1.9975026372488416,0.5302773910146932,0.5278887751223061,0.1570470602892101,0.1578307075037957,0.1049013009321997,0.1019894070380625,80.67975455351696,0.560212254524231,0.9454082250595092,0.3851959705352783,-0.2499999850988388,0.2500001192092895
71,36_8_0.txt,80,36.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.4266748412758825,1.8666595393892635,0.9430336952209472,True,False,-0.4266748412758825,-1.8666595393892635,-0.4266748130321502,-1.816659450531006,1.8750018228078595,0.5814667312909715,0.5825164352470092,0.1648710190272762,0.1647008532650702,0.1619808431458072,0.1587116151555679,72.75413953114162,0.5225633978843689,0.9542065858840942,0.4316431879997253,-0.2499999701976776,0.0500000715255737
72,40_8_0.txt,81,40.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.6478931220090539,2.0108156206077226,0.9489156007766724,True,False,-0.6478931220090539,-2.0108156206077226,-0.647892951965332,-1.9608155488967896,2.20217881168428,0.647774974429907,0.6465709159759253,0.1400691107579638,0.1434252722238579,0.1235284971630075,0.1241808786783713,80.79392753215099,0.4966365993022918,0.9531673192977904,0.4565307199954986,0.2500001788139343,0.0500000715255737
73,0_10_0.txt,82,0.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.9027494594499188,0.606440419110205,0.9442465305328368,True,False,0.9027494594499188,-0.606440419110205,0.8527495861053467,-0.6064403057098389,1.244366014492032,0.2882652416360247,0.2698403824059611,0.1571134054285832,0.1553664499458787,0.143338166019107,0.1412535204820457,47.65293496006946,0.8014236688613892,0.9560577869415284,0.1546341180801391,-0.0499998927116394,0.2500001192092895
74,2_10_0.txt,83,2.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.8250166467622877,0.6650791825250126,0.9462711811065674,True,False,0.8250166467622877,-0.6650791825250126,0.7750166654586792,-0.7150790691375732,1.4117473928102997,0.259672095885517,0.2436512806053458,0.1549415903932955,0.1555539422666896,0.1280612315760883,0.1335438276304162,45.190590708725274,0.8121142983436584,0.9466480612754822,0.1345337629318237,-0.2999999523162842,0.2000001072883606
75,4_10_0.txt,84,4.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.741914583328253,0.707663754653478,0.945926070213318,True,False,0.741914583328253,-0.707663754653478,0.7419146299362183,-0.7576636075973511,1.3787727904177174,0.2401245111620938,0.2353332611206852,0.1558811747323342,0.1591884048163035,0.1038027457988549,0.1057751995546949,55.05301755859723,0.8217936158180237,0.9451594352722168,0.1233658194541931,-0.2499999403953552,0.2000001668930053
76,6_10_0.txt,85,6.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.6489937882590027,0.7438643828689151,0.9422396421432496,True,False,0.6489937882590027,-0.7438643828689151,0.6489938497543335,-0.7438641786575317,1.3401329198492522,0.2224944263558533,0.2276586399182264,0.1658533152652934,0.1656573542196943,0.1268305541055698,0.1272830326537046,44.09040100589906,0.8291542530059814,0.9456354975700378,0.1164812445640564,-0.2499999403953552,0.2500001788139343
77,8_10_0.txt,86,8.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.564474931551836,0.7989940587865457,0.9376322627067566,True,False,0.564474931551836,-0.7989940587865457,0.5144749879837036,-0.7989939451217651,1.3280654914181902,0.2395121933088197,0.2365460840373476,0.1669907846310032,0.1752839373457564,0.1506132408966615,0.1611453468506367,31.87570721940424,0.829194962978363,0.9470676779747008,0.1178727149963378,-0.2999999523162842,0.2500001192092895
78,10_10_0.txt,87,10.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.4303647982104645,0.8792535796867949,0.9410507082939148,True,False,0.4303647982104645,-0.8792535796867949,0.4303649663925171,-0.8292534351348877,0.8975624311576017,0.2489143560537023,0.2495269119345811,0.1647022777264163,0.1636773403015145,0.1562573508805168,0.1559455671948489,37.50350774359225,0.8275176882743835,0.9564391374588012,0.1289214491844177,0.2500001788139343,0.0500001311302185
79,12_10_0.txt,88,12.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.3398579981006303,0.933224379515945,0.9490107893943788,True,False,0.3398579981006303,-0.933224379515945,0.3398581445217132,-0.8832242488861084,0.9375405070425348,0.2656659992311072,0.2602842712474619,0.144041973923185,0.1485389708243476,0.1259605217040627,0.1274711181703995,51.026192416672,0.8192370533943176,0.9573339223861694,0.1380968689918518,0.2500001490116119,0.0500001311302185
80,14_10_0.txt,89,14.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.2440751913499262,0.9782331013989572,0.955826997756958,True,False,0.2440751913499262,-0.9782331013989572,0.2440753430128097,-0.9282330274581908,0.9782510434597872,0.2826184145076839,0.2799913780286484,0.1221474248670663,0.1174853608112816,0.0887248815233388,0.0903034610763898,67.74777076630193,0.8096099495887756,0.9588704109191896,0.1492604613304138,0.2500001490116119,0.0500000715255737
81,16_10_0.txt,90,16.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.166711704514833,1.0304325089900044,0.9593308568000792,True,False,0.166711704514833,-1.0304325089900044,0.2167118638753891,-1.0304323434829712,1.0337930623428753,0.2976200576850888,0.3013255212888705,0.0999106680731859,0.0976819671489951,0.0949180102358826,0.0910853886814093,69.77176433917494,0.7935205698013306,0.9623517990112304,0.1688312292098999,0.3000001609325409,1.1920928955078125e-07
82,18_10_0.txt,91,18.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.0753192169326527,1.0737798253177515,0.9614859223365784,True,False,0.0753192169326527,-1.0737798253177515,0.075319305062294,-1.0737797021865845,1.0764181797511456,0.3123757738205646,0.3191451839509359,0.0765931720579743,0.0771933929599678,0.0765931720579743,0.0771933929599678,75.81245250066651,0.776772141456604,0.974416971206665,0.197644829750061,8.940696716308595e-08,1.1920928955078125e-07
83,20_10_0.txt,92,20.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.0052311523033452,1.1244308698028922,0.9608863592147828,True,False,-0.0052311523033452,-1.1244308698028922,-0.0052310628816485,-1.1744308471679688,1.1244430380949093,0.3395342712474619,0.3288700576850888,0.0758589911186951,0.0709618548850428,0.0758589911186951,0.0709618548850428,78.42252487668162,0.7580384612083435,0.9740092754364014,0.2159708142280578,8.940696716308595e-08,-0.0499999523162841
84,24_10_0.txt,93,24.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.173053146628074,1.2290800594816516,0.953515887260437,True,False,-0.173053146628074,-1.2290800594816516,-0.2230531275272369,-1.229080080986023,0.98209906889195,0.3721114357137372,0.3704472221513641,0.1439169201373137,0.137416680022744,0.1153317990248273,0.1107709194700308,70.09805639066987,0.7136341333389282,0.9489228129386902,0.2352886795997619,-0.2999999821186065,-0.25
85,28_10_0.txt,94,28.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.3348016119379187,1.3635563702001048,0.937880039215088,True,False,-0.3348016119379187,-1.3635563702001048,-0.284801572561264,-1.3635563850402832,1.11678068706461,0.4245006655015925,0.4169579194251789,0.1696336382078088,0.1751745637955954,0.1408707108468663,0.1521575694862424,63.507691688406375,0.6646923422813416,0.9436942934989928,0.2790019512176513,-0.1999999582767486,-0.25
86,32_10_0.txt,95,32.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.5126378806466347,1.4455702620656412,0.9183339476585388,True,False,-0.5126378806466347,-1.4455702620656412,-0.512637734413147,-1.5455700159072876,2.0897033716849287,0.4617450918574459,0.4558114681647015,0.1748895814643019,0.1718901203067635,0.1733436429484628,0.1817088415123232,60.13508781515231,0.6261641979217529,0.915672242641449,0.289508044719696,0.2500001192092895,0.4000002145767212
87,36_10_0.txt,96,36.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.6551929042992791,1.6454275461395946,0.9358190894126892,True,False,-0.6551929042992791,-1.6454275461395946,-0.6551927328109741,-1.6454274654388428,2.10048084415415,0.522970899785318,0.5196233005578054,0.1718370055114388,0.1738338011370782,0.1464687466584827,0.1453221329522885,72.03317618815628,0.5873998403549194,0.939046323299408,0.3516464829444885,0.2500001788139343,0.2500001192092895
88,40_10_0.txt,97,40.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.8375853584576296,1.7641996659740724,0.9516330361366272,True,False,-0.8375853584576296,-1.7641996659740724,-0.7875851392745972,-1.7641996145248413,2.28907016195255,0.5880963758056529,0.5764739608603447,0.1411389705059885,0.1415789765643799,0.1152462921928612,0.1147629315062897,80.0922610042933,0.561479389667511,0.9435129165649414,0.3820335268974304,0.3000001907348633,0.2500001192092895
89,0_12_0.txt,98,0.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.6769749944822757,0.3199582384782217,0.9364171028137208,True,False,0.6769749944822757,-0.3199582384782217,0.6769750118255615,-0.3199582099914551,0.9296110990765928,0.2105961940777125,0.2102677669529664,0.1685070649704001,0.1692062967003459,0.1372840107097213,0.1356348128137513,35.49424394463144,0.8714214563369751,0.9415255784988404,0.0701041221618652,-0.25,-0.2499999701976776
90,2_12_0.txt,99,2.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.5944105293498224,0.3896742879530162,0.927120566368103,True,False,0.5944105293498224,-0.3896742879530162,0.5944105386734009,-0.3896742463111877,0.8558843664841819,0.1893461940777125,0.1917838907285278,0.1722282071493196,0.1729748126255027,0.1553797282219212,0.1522072236713293,20.636074754171975,0.8818789720535278,0.9430558085441588,0.0611768364906311,-0.25,-0.2499999552965164
91,4_12_0.txt,100,4.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.5155044670094507,0.5021783965776001,0.9271331429481506,True,False,0.5155044670094507,-0.5021783965776001,0.4155046641826629,-0.402178406715393,0.0156567528209538,0.1656819805153394,0.1747855339059327,0.171482052805611,0.1751785539281092,0.1657217644387484,0.1746785684183014,0.061198135361032,0.892101526260376,0.8950803875923157,0.0029788613319396,0.4000001847743988,-0.4000000059604645
92,6_12_0.txt,101,6.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.4230127284616672,0.5407886148163876,0.9305685758590698,True,False,0.4230127284616672,-0.5407886148163876,0.3730128705501556,-0.4407886266708374,0.17775577433206,0.1466213203435596,0.1576642135623731,0.17205906587911,0.1721665803409127,0.1544080155668305,0.1634222695762286,-3.652100805727617,0.8994284272193909,0.9256939888000488,0.0262655615806579,0.2000001370906829,-0.4000000059604645
93,8_12_0.txt,102,8.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.3459935988237227,0.5838222163474989,0.9329453110694884,True,False,0.3459935988237227,-0.5838222163474989,0.2959937453269958,-0.5838220119476318,0.8393296488804534,0.1555177669529663,0.1668713203435596,0.1735638224760255,0.1721005583591173,0.1575601960071439,0.1530699491645204,8.270666972985252,0.8992897868156433,0.944507896900177,0.0452181100845336,0.2000001370906829,0.2500001788139343
94,10_12_0.txt,103,10.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.2459325652739837,0.635952578604829,0.9415233731269836,True,False,0.2459325652739837,-0.635952578604829,0.2459327131509781,-0.6359524726867676,0.8859619154127316,0.1790177669529664,0.1764571067811865,0.1700495349824587,0.1647964397156755,0.1372874426730157,0.1293861096641452,26.675602913183372,0.8973732590675354,0.9434472918510436,0.0460740327835083,0.2500001490116119,0.2500001192092895
95,12_12_0.txt,104,12.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.1550392522498666,0.6931516413000232,0.9486638307571412,True,False,0.1550392522498666,-0.6931516413000232,0.1550393998622894,-0.6931514739990234,0.9479201243249308,0.1829571067811865,0.2051196771661547,0.1509542599897714,0.1556450402208428,0.1328551268664682,0.1363989016618363,33.502770896354306,0.8873997926712036,0.9469683170318604,0.0595685243606567,0.2500001490116119,0.2500001788139343
96,14_12_0.txt,105,14.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.0605240121837828,0.7344554765662958,0.953435480594635,True,False,0.0605240121837828,-0.7344554765662958,0.0605241023004055,-0.7344553470611572,0.9863142204146684,0.2097071067811865,0.2137661237755614,0.1305866130260243,0.1349056799950669,0.1019227881165592,0.1065793264641307,50.14208772572819,0.8772779107093811,0.9580137133598328,0.0807358026504516,8.940696716308595e-08,0.2500001192092895
97,16_12_0.txt,106,16.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.0187862400386105,0.7884518886822262,0.9568822979927064,True,False,-0.0187862400386105,-0.7884518886822262,-0.0187861509621143,-0.7384517192840576,1.0386218021601854,0.2316213203435596,0.2221642135623731,0.1090269163552055,0.1025706681569059,0.0867744174272062,0.0815349316049649,63.29970056942864,0.8600237965583801,0.9605632424354552,0.1005394458770752,8.940696716308595e-08,0.3000001907348633
98,18_12_0.txt,107,18.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.1121929957837084,0.8235208225939833,0.957403838634491,True,False,-0.1121929957837084,-0.8235208225939833,-0.1621929109096527,-0.7735205888748169,1.079367511483362,0.2481819805153394,0.2477209067529766,0.1160684112772416,0.1160480514280325,0.1064592609446932,0.1066958685639224,56.92900128517702,0.8448357582092285,0.9629066586494446,0.118070900440216,-0.0499999150633811,0.3000001907348633
99,20_12_0.txt,108,20.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.1922737338910164,0.8789303996174574,0.956248939037323,True,False,-0.1922737338910164,-0.8789303996174574,-0.2422737181186676,-0.8289302587509155,0.8808240284929724,0.2669423881554251,0.2681568542494924,0.1248966499978778,0.1187929230259977,0.1102901250480275,0.1079828075497383,59.731475873717024,0.8229262232780457,0.961649775505066,0.1387235522270202,-0.2999999821186065,0.0500001311302185
100,24_12_0.txt,109,24.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.3607237768858606,0.9810933317772734,0.9472902417182922,True,False,-0.3607237768858606,-0.9810933317772734,-0.3607237339019775,-0.9810932874679564,0.9873215689053394,0.3171941738241592,0.2967221150406771,0.146710644590617,0.1467257283544987,0.132381103904833,0.1311819374575385,55.78963251877771,0.7770804762840271,0.955656111240387,0.1785756349563598,-0.2499999552965164,5.960464477539064e-08
101,28_12_0.txt,110,28.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.5607417104157423,1.1391666723477574,0.9369736909866332,True,False,-0.5607417104157423,-1.1391666723477574,-0.5607415437698364,-1.1391665935516355,1.39821415684283,0.3559888527117067,0.3499769490366161,0.1660881955811155,0.1668289729582322,0.1659650039437734,0.159786066511231,54.34383122914947,0.7273399829864502,0.9529914855957032,0.2256515026092529,0.2500001788139343,1.1920928955078125e-07
102,32_12_0.txt,111,32.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.7255984928996239,1.2435497556095958,0.945600688457489,True,False,-0.7255984928996239,-1.2435497556095958,-0.7255983352661133,-1.2435497045516968,1.3924559369042544,0.3869832790675601,0.3981764538262465,0.1530337976143347,0.1607050364137676,0.0988710678844378,0.1086564745721597,72.71147665110944,0.6846636533737183,0.9440024495124816,0.2593387961387634,0.2500001788139343,-0.2499999403953552
103,36_12_0.txt,112,36.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.8783229499538904,1.358491879419662,0.9442642331123352,True,False,-0.8783229499538904,-1.358491879419662,-0.8283228874206543,-1.3584918975830078,1.4142861984602122,0.4433691550792876,0.4614366985087385,0.150278011664585,0.160834634140816,0.1306304607153675,0.1430320028229825,69.00289827722192,0.645622193813324,0.955920398235321,0.310298204421997,0.0500000715255737,-0.25
104,40_12_0.txt,113,40.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,1.045132588722268,1.4685775323057395,0.9354925751686096,True,False,-1.045132588722268,-1.4685775323057395,-0.995132565498352,-1.5685772895812988,2.2288112591038893,0.5275922328766994,0.512720361407919,0.1558503532609132,0.1531324029586664,0.1549924174654713,0.1548107829966097,69.80600057085645,0.6143137812614441,0.921694815158844,0.3073810338973999,0.0500000715255737,0.4000002145767212
105,0_14_0.txt,114,0.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.4452452509354441,0.101875290484809,0.9453558325767516,True,False,0.4452452509354441,-0.101875290484809,0.5452452898025513,-0.1518752127885818,0.9507192851874704,0.1533667759813497,0.142,0.1649444082940105,0.1636964927937275,0.1629830392841227,0.1707660262879642,-20.25776499152415,0.9277493357658386,0.9264864325523376,-0.0012629032135009,-0.3999999761581421,-0.0499999225139617
106,2_14_0.txt,115,2.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.3718470056654965,0.1633890745228617,0.9502831697463988,True,False,0.3718470056654965,-0.1633890745228617,0.3718471527099609,-0.213389053940773,0.1494929603749084,0.1183535533905932,0.1248535533905932,0.15973978897048,0.164727246650619,0.1444745791497485,0.1490366741623722,-19.369189033910963,0.9388768672943116,0.9513872265815736,0.0125103592872619,0.2500001490116119,-0.2999999821186065
107,4_14_0.txt,116,4.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.2874244306187106,0.2117461758356389,0.954444706439972,True,False,0.2874244306187106,-0.2117461758356389,0.2874245643615722,-0.2117461413145065,0.0535158207480044,0.0956035533905932,0.1041341577643114,0.1532421213782766,0.1568277655802553,0.1093323991713666,0.1171356319068219,-12.485311661075746,0.947947919368744,0.9507126212120056,0.0027647018432617,0.2500001192092895,-0.2499999701976776
108,6_14_0.txt,117,6.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.1996379040468702,0.2522587358704956,0.9569501876831056,True,False,0.1996379040468702,-0.2522587358704956,0.2496380656957626,-0.2522587180137634,0.0504127225660835,0.0861035533905932,0.0881770509831248,0.1466664552062488,0.1455211074264295,0.1004170124349476,0.1024745447333204,-16.214529280335984,0.9535545110702516,0.9513123035430908,-0.0022422075271606,0.3000001609325409,-0.2499999850988388
109,8_14_0.txt,118,8.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.1210462247510434,0.3051649875511025,0.9566707611083984,True,False,0.1210462247510434,-0.3051649875511025,0.1210463121533393,-0.3051649630069732,0.1330239240813224,0.0956035533905932,0.093,0.1461095433217611,0.1428922928062461,0.120774047473382,0.1181066460764213,-26.996393630560608,0.9528115391731262,0.9622938632965088,0.0094823241233825,8.940696716308595e-08,-0.2499999701976776
110,10_14_0.txt,119,10.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.0244294758883126,0.3455823044311229,0.9548510313034058,True,False,0.0244294758883126,-0.3455823044311229,0.024429565295577,-0.3455822765827179,0.0986548337008456,0.11275,0.1068090169943749,0.1409605598863142,0.1395242538696937,0.1236299782086511,0.1190395929254129,-11.450883338512591,0.9480884075164796,0.9598049521446228,0.0117165446281433,8.940696716308595e-08,-0.2499999701976776
111,12_14_0.txt,120,12.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.0567186655617421,0.3991305068918365,0.9501428008079528,True,False,-0.0567186655617421,-0.3991305068918365,-0.0567185766994953,-0.3991304636001587,0.1595522331680783,0.1156035533905932,0.1381213203435596,0.1462539109343588,0.1589912333873672,0.1332859709154356,0.1513031662545073,-9.543672097949406,0.937576413154602,0.9585906267166138,0.0210142135620117,8.940696716308595e-08,-0.2499999552965164
112,14_14_0.txt,121,14.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.1566288698822247,0.4439209764362375,0.9441413283348083,True,False,-0.1566288698822247,-0.4439209764362375,-0.2066288590431213,-0.4439209401607513,0.2152289781638484,0.1447071067811865,0.1538713203435596,0.1648708203299892,0.1721659892665752,0.163978391727331,0.1728042919649925,-12.304418769631548,0.924255907535553,0.948283314704895,0.024027407169342,-0.2999999821186065,-0.2499999701976776
113,16_14_0.txt,122,16.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.2251904832653037,0.5277516813991749,0.936167061328888,True,False,-0.2251904832653037,-0.5277516813991749,-0.2251904606819152,-0.5277515649795532,0.7781472804295168,0.1723256547935111,0.1631035533905932,0.1712068713978166,0.1704761355975066,0.1504756912233603,0.1514607925735535,7.138263131004947,0.9069676399230956,0.9491705894470216,0.0422029495239257,-0.2499999701976776,0.2500001192092895
114,18_14_0.txt,123,18.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.3204546211388905,0.5619307909700177,0.9348109364509584,True,False,-0.3204546211388905,-0.5619307909700177,-0.3204545974731445,-0.5619306564331055,0.81498187891819,0.1878685480123245,0.1821642135623731,0.1752102724878163,0.1698888231480831,0.1500674000999046,0.1425087994243715,21.76904747782611,0.8873383402824402,0.9478666186332704,0.06052827835083,-0.2499999701976776,0.2500001192092895
115,20_14_0.txt,124,20.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.402150406520282,0.6144987959371694,0.9338233470916748,True,False,-0.402150406520282,-0.6144987959371694,-0.4021503925323486,-0.6644986867904663,0.8777858021072696,0.2061289556524102,0.210278174593052,0.1771732262477944,0.1742573721604106,0.1559138956655176,0.1519988216103563,27.715359949021245,0.864197850227356,0.9474708437919616,0.0832729935646057,-0.2499999850988388,0.2000001072883606
116,24_14_0.txt,125,24.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.6047477037962532,0.7521293090959429,0.9345623850822448,True,False,-0.6047477037962532,-0.7521293090959429,-0.6047475337982178,-0.7521291971206665,1.3171396240695514,0.2520906204335659,0.2397695526217005,0.1700415539802678,0.171319212914783,0.1366779270555156,0.1417972885746597,40.86101132349268,0.8152695894241333,0.9399960041046144,0.1247264146804809,0.2500001788139343,0.2500001192092895
