frame_index,file,acquisition_order,X,Y,R,reference_file,success,fail_reason,n_ref_edges,n_mov_edges,n_used_edges,ncc_dx_ref_to_frame_px,ncc_dy_ref_to_frame_px,ncc_peak,ncc_fit_ok,ncc_edge_peak,init_align_dx_px,init_align_dy_px,refined_align_dx_px,refined_align_dy_px,refined_shift_norm_px,before_fit_chamfer_px,before_holdout_chamfer_px,init_fit_chamfer_px,init_holdout_chamfer_px,refined_fit_chamfer_px,refined_holdout_chamfer_px,holdout_improvement_pct,gradient_corr_before,gradient_corr_refined,gradient_corr_gain
63,12_8_0.txt,72,12.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.5847023321917326,1.1555465373098306,0.9406009316444397,True,False,0.5847023321917326,-1.1555465373098306,0.8347023321917326,-1.1555465373098306,1.4254879105958975,0.33169900782009826,0.3387952018978108,0.1616338360703398,0.164974781337725,0.14985553752409556,0.15607093178728432,53.933547195169766,0.7482046484947205,0.9551647901535034,0.20696014165878296
64,14_8_0.txt,73,14.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.4497906519045149,1.2397752421107262,0.9388041496276855,True,False,0.4497906519045149,-1.2397752421107262,0.1997906519045149,-0.9897752421107262,1.0097382504806767,0.35105256121069156,0.35003479425772516,0.17023770262855834,0.17516634642422238,0.14684392134117957,0.15439829066848032,55.890587678321126,0.7378990650177002,0.9487500786781311,0.2108510136604309
65,16_8_0.txt,74,16.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.3681880280018408,1.290735667892731,0.9431095719337463,True,False,0.3681880280018408,-1.290735667892731,0.1181880280018408,-1.040735667892731,1.047425004660044,0.37908480876181455,0.36767505332751715,0.17062343782416664,0.167677529324426,0.13722086541164755,0.13476634910063226,63.34634403912488,0.723158061504364,0.9486247897148132,0.22546672821044922
66,18_8_0.txt,75,18.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.27017774140114315,1.3290547591148196,0.9467334151268005,True,False,0.27017774140114315,-1.3290547591148196,0.020177741401143146,-1.0790547591148196,1.0792433990608388,0.3916853138252029,0.38301702730475884,0.16411325407284494,0.16287553649076206,0.1191047898939538,0.11664587717932497,69.54551133140298,0.7069649696350098,0.9486990571022034,0.2417340874671936
67,20_8_0.txt,76,20.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.19231519115329293,1.377767099969975,0.9468406438827515,True,False,0.19231519115329293,-1.377767099969975,-0.05768480884670707,-1.127767099969975,1.1292414130496493,0.4027596679918781,0.4068735244995928,0.1610228270645914,0.1627306514462006,0.13719088906057458,0.1365562122315386,66.43767558985637,0.6876757740974426,0.9500021934509277,0.2623264193534851
68,24_8_0.txt,77,24.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.026004605395089652,1.4861406458369661,0.9401670098304749,True,False,0.026004605395089652,-1.4861406458369661,0.026004605395089652,-1.9861406458369661,1.986310878122414,0.44758683245815345,0.43336195872400046,0.15511416136028636,0.15174760339192903,0.1491432311755902,0.15613839424769999,63.97044292779252,0.6445429921150208,0.9231989979743958,0.278656005859375
69,28_8_0.txt,78,28.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.111525879092941,1.6482262396222365,0.9493578672409058,True,False,-0.111525879092941,-1.6482262396222365,-0.111525879092941,-1.8982262396222365,1.9014996393630554,0.4817779579551077,0.48699314857260856,0.15278221772845457,0.1490063202423019,0.1356852207548169,0.12879476140001872,73.55306501179328,0.5975578427314758,0.9565772414207458,0.35901939868927
70,32_8_0.txt,79,32.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.2746486238839626,1.7473505528966875,0.9495063424110413,True,False,-0.2746486238839626,-1.7473505528966875,-0.024648623883962606,-1.9973505528966875,1.9975026372488414,0.5302773910146932,0.5278887751223061,0.1570470602892101,0.15783070750379577,0.10490130093219974,0.1019894070380625,80.67975455351696,0.560212254524231,0.9454082250595093,0.3851959705352783
71,36_8_0.txt,80,36.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.4266748412758825,1.8666595393892635,0.9430336952209473,True,False,-0.4266748412758825,-1.8666595393892635,-0.1766748412758825,-1.8666595393892635,1.8750018228078595,0.5814667312909715,0.5825164352470092,0.16487101902727627,0.16470085326507022,0.16198084314580724,0.15871161515556792,72.75413953114162,0.5225633978843689,0.9542065858840942,0.43164318799972534
72,40_8_0.txt,81,40.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.6478931220090539,2.0108156206077226,0.9489156007766724,True,False,-0.6478931220090539,-2.0108156206077226,-0.8978931220090539,-2.0108156206077226,2.2021788116842798,0.647774974429907,0.6465709159759253,0.1400691107579638,0.1434252722238579,0.12352849716300754,0.12418087867837133,80.79392753215099,0.49663659930229187,0.9531673192977905,0.45653071999549866
73,0_10_0.txt,82,0.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.9027494594499188,0.606440419110205,0.9442465305328369,True,False,0.9027494594499188,-0.606440419110205,0.9027494594499188,-0.856440419110205,1.244366014492032,0.28826524163602474,0.26984038240596114,0.15711340542858324,0.15536644994587873,0.143338166019107,0.14125352048204576,47.65293496006946,0.8014236688613892,0.9560577869415283,0.15463411808013916
74,2_10_0.txt,83,2.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.8250166467622877,0.6650791825250126,0.9462711811065674,True,False,0.8250166467622877,-0.6650791825250126,1.0750166467622877,-0.9150791825250126,1.4117473928102997,0.25967209588551704,0.2436512806053458,0.15494159039329555,0.15555394226668967,0.1280612315760883,0.13354382763041625,45.190590708725274,0.8121142983436584,0.9466480612754822,0.13453376293182373
75,4_10_0.txt,84,4.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.741914583328253,0.707663754653478,0.9459260702133179,True,False,0.741914583328253,-0.707663754653478,0.991914583328253,-0.957663754653478,1.3787727904177174,0.2401245111620938,0.23533326112068526,0.15588117473233426,0.15918840481630356,0.10380274579885497,0.10577519955469492,55.05301755859723,0.8217936158180237,0.9451594352722168,0.12336581945419312
76,6_10_0.txt,85,6.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.6489937882590027,0.7438643828689151,0.9422396421432495,True,False,0.6489937882590027,-0.7438643828689151,0.8989937882590027,-0.9938643828689151,1.3401329198492522,0.22249442635585337,0.22765863991822646,0.16585331526529343,0.16565735421969438,0.1268305541055698,0.1272830326537046,44.09040100589906,0.8291542530059814,0.9456354975700378,0.1164812445640564
77,8_10_0.txt,86,8.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.564474931551836,0.7989940587865457,0.9376322627067566,True,False,0.564474931551836,-0.7989940587865457,0.814474931551836,-1.0489940587865458,1.3280654914181902,0.23951219330881976,0.23654608403734761,0.1669907846310032,0.1752839373457564,0.1506132408966615,0.16114534685063678,31.87570721940424,0.829194962978363,0.9470676779747009,0.11787271499633789
78,10_10_0.txt,87,10.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.4303647982104645,0.8792535796867949,0.9410507082939148,True,False,0.4303647982104645,-0.8792535796867949,0.18036479821046453,-0.8792535796867949,0.8975624311576017,0.24891435605370232,0.24952691193458118,0.16470227772641635,0.16367734030151457,0.15625735088051687,0.15594556719484892,37.50350774359225,0.8275176882743835,0.9564391374588013,0.12892144918441772
79,12_10_0.txt,88,12.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.33985799810063033,0.933224379515945,0.9490107893943787,True,False,0.33985799810063033,-0.933224379515945,0.08985799810063033,-0.933224379515945,0.9375405070425349,0.26566599923110723,0.2602842712474619,0.14404197392318507,0.14853897082434764,0.12596052170406274,0.12747111817039952,51.026192416672,0.8192370533943176,0.9573339223861694,0.1380968689918518
80,14_10_0.txt,89,14.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.2440751913499262,0.9782331013989571,0.955826997756958,True,False,0.2440751913499262,-0.9782331013989571,-0.005924808650073804,-0.9782331013989571,0.9782510434597872,0.28261841450768393,0.27999137802864843,0.12214742486706637,0.1174853608112816,0.08872488152333889,0.09030346107638983,67.74777076630193,0.8096099495887756,0.9588704109191895,0.14926046133041382
81,16_10_0.txt,90,16.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.166711704514833,1.0304325089900044,0.9593308568000793,True,False,0.166711704514833,-1.0304325089900044,-0.083288295485167,-1.0304325089900044,1.0337930623428753,0.2976200576850888,0.3013255212888705,0.09991066807318598,0.09768196714899512,0.09491801023588267,0.09108538868140938,69.77176433917494,0.7935205698013306,0.9623517990112305,0.1688312292098999
82,18_10_0.txt,91,18.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.07531921693265274,1.0737798253177517,0.9614859223365784,True,False,0.07531921693265274,-1.0737798253177517,0.07531921693265274,-1.0737798253177517,1.0764181797511456,0.31237577382056464,0.31914518395093594,0.07659317205797435,0.07719339295996784,0.07659317205797435,0.07719339295996784,75.81245250066651,0.776772141456604,0.974416971206665,0.19764482975006104
83,20_10_0.txt,92,20.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.005231152303345245,1.1244308698028922,0.9608863592147827,True,False,-0.005231152303345245,-1.1244308698028922,-0.005231152303345245,-1.1244308698028922,1.1244430380949093,0.3395342712474619,0.3288700576850888,0.07585899111869518,0.07096185488504284,0.07585899111869518,0.07096185488504284,78.42252487668162,0.7580384612083435,0.9740092754364014,0.21597081422805786
84,24_10_0.txt,93,24.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.17305314662807408,1.2290800594816516,0.953515887260437,True,False,-0.17305314662807408,-1.2290800594816516,0.07694685337192592,-0.9790800594816516,0.98209906889195,0.3721114357137372,0.37044722215136416,0.14391692013731375,0.13741668002274407,0.11533179902482732,0.11077091947003086,70.09805639066987,0.7136341333389282,0.9489228129386902,0.23528867959976196
85,28_10_0.txt,94,28.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.33480161193791874,1.3635563702001048,0.9378800392150879,True,False,-0.33480161193791874,-1.3635563702001048,-0.08480161193791874,-1.1135563702001048,1.11678068706461,0.4245006655015925,0.41695791942517896,0.16963363820780888,0.17517456379559548,0.14087071084686636,0.1521575694862424,63.507691688406375,0.6646923422813416,0.9436942934989929,0.27900195121765137
86,32_10_0.txt,95,32.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.5126378806466347,1.4455702620656412,0.9183339476585388,True,False,-0.5126378806466347,-1.4455702620656412,-0.7626378806466347,-1.9455702620656412,2.0897033716849287,0.4617450918574459,0.4558114681647015,0.1748895814643019,0.17189012030676354,0.17334364294846286,0.18170884151232325,60.13508781515231,0.6261641979217529,0.915672242641449,0.28950804471969604
87,36_10_0.txt,96,36.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.6551929042992791,1.6454275461395946,0.9358190894126892,True,False,-0.6551929042992791,-1.6454275461395946,-0.9051929042992791,-1.8954275461395946,2.10048084415415,0.522970899785318,0.5196233005578054,0.17183700551143882,0.1738338011370782,0.14646874665848278,0.14532213295228855,72.03317618815628,0.5873998403549194,0.939046323299408,0.3516464829444885
88,40_10_0.txt,97,40.0,10.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.8375853584576296,1.7641996659740724,0.9516330361366272,True,False,-0.8375853584576296,-1.7641996659740724,-1.0875853584576296,-2.0141996659740724,2.2890701619525506,0.5880963758056529,0.5764739608603447,0.1411389705059885,0.1415789765643799,0.11524629219286125,0.11476293150628977,80.0922610042933,0.561479389667511,0.9435129165649414,0.3820335268974304
89,0_12_0.txt,98,0.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.6769749944822757,0.31995823847822175,0.9364171028137207,True,False,0.6769749944822757,-0.31995823847822175,0.9269749944822757,-0.06995823847822175,0.9296110990765928,0.21059619407771255,0.2102677669529664,0.1685070649704001,0.16920629670034598,0.13728401070972132,0.13563481281375137,35.49424394463144,0.8714214563369751,0.9415255784988403,0.07010412216186523
90,2_12_0.txt,99,2.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.5944105293498224,0.38967428795301623,0.927120566368103,True,False,0.5944105293498224,-0.38967428795301623,0.8444105293498224,-0.13967428795301623,0.8558843664841819,0.18934619407771253,0.19178389072852786,0.1722282071493196,0.1729748126255027,0.15537972822192123,0.15220722367132936,20.636074754171975,0.8818789720535278,0.9430558085441589,0.061176836490631104
91,4_12_0.txt,100,4.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.5155044670094507,0.5021783965776001,0.9271331429481506,True,False,0.5155044670094507,-0.5021783965776001,0.01550446700945074,-0.0021783965776001057,0.015656752820953846,0.16568198051533947,0.17478553390593274,0.17148205280561102,0.17517855392810924,0.16572176443874842,0.17467856841830148,0.06119813536103209,0.892101526260376,0.8950803875923157,0.0029788613319396973
92,6_12_0.txt,101,6.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.42301272846166726,0.5407886148163876,0.9305685758590698,True,False,0.42301272846166726,-0.5407886148163876,0.17301272846166726,-0.040788614816387625,0.17775577433206002,0.14662132034355965,0.15766421356237312,0.17205906587911005,0.17216658034091278,0.15440801556683054,0.16342226957622866,-3.652100805727617,0.8994284272193909,0.9256939888000488,0.02626556158065796
93,8_12_0.txt,102,8.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.34599359882372277,0.5838222163474989,0.9329453110694885,True,False,0.34599359882372277,-0.5838222163474989,0.09599359882372277,-0.8338222163474989,0.8393296488804534,0.15551776695296637,0.16687132034355967,0.1735638224760255,0.17210055835911736,0.15756019600714394,0.15306994916452046,8.270666972985252,0.8992897868156433,0.944507896900177,0.04521811008453369
94,10_12_0.txt,103,10.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.2459325652739837,0.635952578604829,0.9415233731269836,True,False,0.2459325652739837,-0.635952578604829,-0.004067434726016311,-0.885952578604829,0.8859619154127316,0.1790177669529664,0.17645710678118656,0.17004953498245878,0.16479643971567556,0.13728744267301574,0.12938610966414527,26.675602913183372,0.8973732590675354,0.9434472918510437,0.0460740327835083
95,12_12_0.txt,104,12.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.15503925224986662,0.6931516413000232,0.9486638307571411,True,False,0.15503925224986662,-0.6931516413000232,-0.09496074775013338,-0.9431516413000232,0.9479201243249307,0.18295710678118654,0.20511967716615476,0.15095425998977147,0.15564504022084283,0.13285512686646825,0.13639890166183635,33.502770896354306,0.8873997926712036,0.9469683170318604,0.05956852436065674
96,14_12_0.txt,105,14.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.060524012183782894,0.7344554765662958,0.953435480594635,True,False,0.060524012183782894,-0.7344554765662958,0.060524012183782894,-0.9844554765662958,0.9863142204146685,0.20970710678118656,0.21376612377556148,0.13058661302602434,0.13490567999506692,0.10192278811655922,0.10657932646413074,50.142087725728196,0.8772779107093811,0.9580137133598328,0.08073580265045166
97,16_12_0.txt,106,16.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.018786240038610565,0.7884518886822262,0.9568822979927063,True,False,-0.018786240038610565,-0.7884518886822262,-0.018786240038610565,-1.0384518886822263,1.0386218021601854,0.23162132034355967,0.22216421356237312,0.10902691635520555,0.10257066815690598,0.08677441742720624,0.08153493160496499,63.29970056942864,0.8600237965583801,0.9605632424354553,0.1005394458770752
98,18_12_0.txt,107,18.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.11219299578370841,0.8235208225939833,0.957403838634491,True,False,-0.11219299578370841,-0.8235208225939833,-0.11219299578370841,-1.0735208225939834,1.079367511483362,0.24818198051533946,0.24772090675297667,0.11606841127724167,0.11604805142803258,0.10645926094469323,0.10669586856392241,56.92900128517702,0.8448357582092285,0.9629066586494446,0.11807090044021606
99,20_12_0.txt,108,20.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.1922737338910164,0.8789303996174574,0.956248939037323,True,False,-0.1922737338910164,-0.8789303996174574,0.0577262661089836,-0.8789303996174574,0.8808240284929724,0.2669423881554251,0.2681568542494924,0.12489664999787783,0.11879292302599777,0.11029012504802757,0.10798280754973832,59.731475873717024,0.8229262232780457,0.9616497755050659,0.13872355222702026
100,24_12_0.txt,109,24.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.3607237768858606,0.9810933317772734,0.9472902417182922,True,False,-0.3607237768858606,-0.9810933317772734,-0.1107237768858606,-0.9810933317772734,0.9873215689053394,0.3171941738241592,0.29672211504067714,0.14671064459061706,0.14672572835449876,0.13238110390483301,0.13118193745753853,55.78963251877771,0.7770804762840271,0.955656111240387,0.17857563495635986
101,28_12_0.txt,110,28.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.5607417104157423,1.1391666723477574,0.9369736909866333,True,False,-0.5607417104157423,-1.1391666723477574,-0.8107417104157423,-1.1391666723477574,1.3982141568428301,0.3559888527117067,0.34997694903661614,0.16608819558111557,0.16682897295823226,0.16596500394377348,0.159786066511231,54.34383122914947,0.7273399829864502,0.9529914855957031,0.22565150260925293
102,32_12_0.txt,111,32.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.7255984928996239,1.2435497556095958,0.945600688457489,True,False,-0.7255984928996239,-1.2435497556095958,-0.9755984928996239,-0.9935497556095958,1.3924559369042544,0.38698327906756014,0.39817645382624656,0.15303379761433472,0.16070503641376765,0.09887106788443789,0.10865647457215978,72.71147665110944,0.6846636533737183,0.9440024495124817,0.2593387961387634
103,36_12_0.txt,112,36.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.8783229499538904,1.3584918794196619,0.9442642331123352,True,False,-0.8783229499538904,-1.3584918794196619,-0.8783229499538904,-1.1084918794196619,1.4142861984602122,0.4433691550792876,0.46143669850873853,0.15027801166458504,0.16083463414081609,0.13063046071536757,0.1430320028229825,69.00289827722192,0.645622193813324,0.955920398235321,0.31029820442199707
104,40_12_0.txt,113,40.0,12.0,0,6_16_0.txt,True,ok,9072,9072,8000,1.045132588722268,1.4685775323057395,0.9354925751686096,True,False,-1.045132588722268,-1.4685775323057395,-1.045132588722268,-1.9685775323057395,2.2288112591038893,0.5275922328766994,0.512720361407919,0.1558503532609132,0.15313240295866648,0.15499241746547138,0.15481078299660975,69.80600057085645,0.6143137812614441,0.921694815158844,0.3073810338973999
105,0_14_0.txt,114,0.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.44524525093544415,0.10187529048480908,0.9453558325767517,True,False,0.44524525093544415,-0.10187529048480908,0.9452452509354441,-0.10187529048480908,0.9507192851874705,0.15336677598134976,0.142,0.16494440829401058,0.1636964927937275,0.16298303928412275,0.17076602628796428,-20.25776499152415,0.9277493357658386,0.9264864325523376,-0.0012629032135009766
106,2_14_0.txt,115,2.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.3718470056654965,0.16338907452286175,0.9502831697463989,True,False,0.3718470056654965,-0.16338907452286175,0.1218470056654965,0.08661092547713825,0.1494929603749084,0.11835355339059328,0.12485355339059327,0.15973978897048,0.16472724665061908,0.14447457914974854,0.14903667416237223,-19.369189033910963,0.9388768672943115,0.9513872265815735,0.012510359287261963
107,4_14_0.txt,116,4.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.28742443061871065,0.21174617583563893,0.9544447064399719,True,False,0.28742443061871065,-0.21174617583563893,0.03742443061871065,0.03825382416436107,0.053515820748004435,0.09560355339059327,0.1041341577643114,0.1532421213782766,0.15682776558025535,0.10933239917136661,0.11713563190682198,-12.485311661075746,0.9479479193687439,0.9507126212120056,0.0027647018432617188
108,6_14_0.txt,117,6.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.19963790404687023,0.2522587358704956,0.9569501876831055,True,False,0.19963790404687023,-0.2522587358704956,-0.050362095953129765,-0.0022587358704955762,0.05041272256608358,0.08610355339059328,0.08817705098312484,0.14666645520624888,0.14552110742642957,0.10041701243494765,0.1024745447333204,-16.214529280335984,0.9535545110702515,0.9513123035430908,-0.0022422075271606445
109,8_14_0.txt,118,8.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.12104622475104347,0.30516498755110255,0.9566707611083984,True,False,0.12104622475104347,-0.30516498755110255,0.12104622475104347,-0.05516498755110255,0.1330239240813224,0.09560355339059327,0.093,0.14610954332176115,0.14289229280624613,0.12077404747338208,0.11810664607642136,-26.996393630560608,0.9528115391731262,0.9622938632965088,0.009482324123382568
110,10_14_0.txt,119,10.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.024429475888312624,0.3455823044311229,0.9548510313034058,True,False,0.024429475888312624,-0.3455823044311229,0.024429475888312624,-0.09558230443112292,0.09865483370084564,0.11275,0.10680901699437494,0.14096055988631423,0.13952425386969372,0.12362997820865113,0.1190395929254129,-11.450883338512591,0.9480884075164795,0.9598049521446228,0.01171654462814331
111,12_14_0.txt,120,12.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.056718665561742196,0.3991305068918365,0.9501428008079529,True,False,-0.056718665561742196,-0.3991305068918365,-0.056718665561742196,-0.1491305068918365,0.15955223316807837,0.11560355339059328,0.13812132034355967,0.14625391093435886,0.15899123338736723,0.13328597091543565,0.1513031662545073,-9.543672097949406,0.937576413154602,0.9585906267166138,0.02101421356201172
112,14_14_0.txt,121,14.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.15662886988222474,0.44392097643623757,0.9441413283348083,True,False,-0.15662886988222474,-0.44392097643623757,0.09337113011777526,-0.19392097643623757,0.2152289781638484,0.14470710678118656,0.15387132034355966,0.1648708203299892,0.17216598926657523,0.16397839172733109,0.1728042919649925,-12.304418769631548,0.924255907535553,0.948283314704895,0.02402740716934204
113,16_14_0.txt,122,16.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.22519048326530375,0.5277516813991749,0.9361670613288879,True,False,-0.22519048326530375,-0.5277516813991749,0.024809516734696252,-0.7777516813991749,0.7781472804295168,0.1723256547935111,0.16310355339059326,0.1712068713978166,0.17047613559750668,0.1504756912233603,0.15146079257355358,7.138263131004947,0.9069676399230957,0.9491705894470215,0.04220294952392578
114,18_14_0.txt,123,18.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.3204546211388905,0.5619307909700177,0.9348109364509583,True,False,-0.3204546211388905,-0.5619307909700177,-0.0704546211388905,-0.8119307909700177,0.81498187891819,0.18786854801232458,0.1821642135623731,0.17521027248781632,0.16988882314808312,0.15006740009990466,0.14250879942437156,21.76904747782611,0.8873383402824402,0.9478666186332703,0.06052827835083008
115,20_14_0.txt,124,20.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.402150406520282,0.6144987959371694,0.9338233470916748,True,False,-0.402150406520282,-0.6144987959371694,-0.152150406520282,-0.8644987959371694,0.8777858021072696,0.20612895565241024,0.21027817459305204,0.17717322624779447,0.17425737216041068,0.1559138956655176,0.15199882161035633,27.715359949021245,0.864197850227356,0.9474708437919617,0.08327299356460571
116,24_14_0.txt,125,24.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.6047477037962532,0.7521293090959429,0.9345623850822449,True,False,-0.6047477037962532,-0.7521293090959429,-0.8547477037962532,-1.0021293090959429,1.3171396240695514,0.25209062043356595,0.2397695526217005,0.17004155398026782,0.171319212914783,0.13667792705551562,0.1417972885746597,40.86101132349268,0.8152695894241333,0.9399960041046143,0.12472641468048096
117,28_14_0.txt,126,28.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.7779635195293103,0.8688739823255613,0.9489933848381042,True,False,-0.7779635195293103,-0.8688739823255613,-1.0279635195293104,-0.8688739823255613,1.345975852177656,0.28031727983645294,0.29320331880577405,0.13087719821508972,0.13112612037280902,0.10794856560179075,0.1077702946506789,63.24383533937114,0.7655351758003235,0.956369936466217,0.19083476066589355
118,32_14_0.txt,127,32.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.9301395486010612,0.9908740329023334,0.9563446640968323,True,False,-0.9301395486010612,-0.9908740329023334,-0.9301395486010612,-0.9908740329023334,1.3590404441928579,0.3389669172643939,0.33709966987890516,0.05812499416380299,0.05895573467877741,0.05812499416380299,0.05895573467877741,82.51088922752258,0.718905508518219,0.9695671796798706,0.2506616711616516
119,36_14_0.txt,128,36.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,1.0946257514769229,1.0952384028090558,0.9547353982925415,True,False,-1.0946257514769229,-1.0952384028090558,-1.0946257514769229,-1.0952384028090558,1.5484678539718382,0.3938694656273392,0.40225143163858934,0.09107040844071815,0.09165610681252068,0.09107040844071815,0.09165610681252068,77.21422483466239,0.6780523061752319,0.9688042998313904,0.29075199365615845
120,40_14_0.txt,129,40.0,14.0,0,6_16_0.txt,True,ok,9072,9072,8000,1.245753999739486,1.2197810917727205,0.9450573921203613,True,False,-1.245753999739486,-1.2197810917727205,-0.995753999739486,-0.9697810917727205,1.3899645297478185,0.4689045336763198,0.4600181867085114,0.14937893226042012,0.1495780505351487,0.10534386252743817,0.10333957854665042,77.5357623823401,0.6445468068122864,0.9397517442703247,0.29520493745803833
121,0_16_0.txt,130,0.0,16.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.24120243758247129,-0.14936431467075023,0.9578266143798828,True,False,0.24120243758247129,0.14936431467075023,-0.008797562417528715,0.14936431467075023,0.14962317869084724,0.0885,0.08060355339059327,0.1419650428837795,0.1348887133950615,0.1150983052687559,0.10640784321117265,-32.013836530922504,0.9550467133522034,0.9619958996772766,0.006949186325073242
122,2_16_0.txt,131,2.0,16.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.16956988022396893,-0.0925474660261574,0.962735116481781,True,False,0.16956988022396893,0.0925474660261574,-0.08043011977603107,0.0925474660261574,0.12261336646161161,0.059,0.06920710678118655,0.10767045306843497,0.11475238592592146,0.09937561265897293,0.10946286520754725,-58.167087599309866,0.9657320976257324,0.9646928310394287,-0.001039266586303711
123,4_16_0.txt,132,4.0,16.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.07645853789910231,-0.05618525466241408,0.9658955335617065,True,False,0.07645853789910231,0.05618525466241408,0.07645853789910231,0.05618525466241408,0.09488251081811014,0.0395,0.03860355339059328,0.07017897268467661,0.0686681304196939,0.07017897268467661,0.0686681304196939,-77.88033584604314,0.9733009338378906,0.976345419883728,0.0030444860458374023
124,6_16_0.txt,133,6.0,16.0,0,6_16_0.txt,True,ok,9072,9072,8000,-3.3429565133072866e-17,2.440386150658546e-16,0.9999998807907104,True,False,3.3429565133072866e-17,-2.440386150658546e-16,3.3429565133072866e-17,-2.440386150658546e-16,2.4631764343677603e-16,0.0,0.0,0.0,0.0,0.0,0.0,,1.0000001192092896,1.0000001192092896,0.0
125,8_16_0.txt,134,8.0,16.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.09301885182714792,0.03425337323514656,0.9658859968185425,True,False,-0.09301885182714792,-0.03425337323514656,-0.09301885182714792,-0.03425337323514656,0.09912517527463523,0.03731282905000403,0.04576776695296637,0.0669314639878105,0.0740235698943086,0.0669314639878105,0.0740235698943086,-61.7373422880333,0.9730673432350159,0.9763739109039307,0.003306567668914795
126,10_16_0.txt,135,10.0,16.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.17459130127172873,0.0887045650635666,0.9625990986824036,True,False,-0.17459130127172873,-0.0887045650635666,0.07540869872827127,-0.0887045650635666,0.1164258206198595,0.05816421356237309,0.06725,0.10824413501871537,0.11249145399844472,0.09784101228772667,0.1047077168222021,-55.69920717056074,0.9654972553253174,0.964591383934021,-0.0009058713912963867
