frame_index,file,acquisition_order,X,Y,R,reference_file,success,fail_reason,n_ref_edges,n_mov_edges,n_used_edges,ncc_dx_ref_to_frame_px,ncc_dy_ref_to_frame_px,ncc_peak,ncc_fit_ok,ncc_edge_peak,init_align_dx_px,init_align_dy_px,refined_align_dx_px,refined_align_dy_px,refined_shift_norm_px,before_fit_chamfer_px,before_holdout_chamfer_px,init_fit_chamfer_px,init_holdout_chamfer_px,refined_fit_chamfer_px,refined_holdout_chamfer_px,holdout_improvement_pct,gradient_corr_before,gradient_corr_refined,gradient_corr_gain
23,28_2_0.txt,32,28.0,2.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.3312086252462211,2.5160889517527547,0.9347147345542908,True,False,0.3312086252462211,-2.5160889517527547,0.08120862524622108,-2.0160889517527547,2.017723841905503,0.7917056145974505,0.7751449518761063,0.16972507101491424,0.17649492168811473,0.15070457264311263,0.14113453667901113,81.79249747580513,0.4254242479801178,0.9217570424079895,0.4963327944278717
24,32_2_0.txt,33,32.0,2.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.17900629447527855,2.6583005604343097,0.9497458338737488,True,False,0.17900629447527855,-2.6583005604343097,-0.07099370552472145,-2.9083005604343097,2.909166935060044,0.8312365994901026,0.8532608768304992,0.16111753439189308,0.16565663208991863,0.1439566928800657,0.1446417570943122,83.04835472691603,0.39222636818885803,0.9439119696617126,0.5516856014728546
25,36_2_0.txt,34,36.0,2.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.008372943504426945,2.7662704757700354,0.9600852727890015,True,False,0.008372943504426945,-2.7662704757700354,0.008372943504426945,-3.0162704757700354,3.0162820970832493,0.8891839299255642,0.9043033041923604,0.11389511758104952,0.1157606412208099,0.0894984391609199,0.08621830990022511,90.46577519948052,0.3667106330394745,0.9573881030082703,0.5906774699687958
26,40_2_0.txt,35,40.0,2.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.14448284496337557,2.8824914220230564,0.9630745649337769,True,False,-0.14448284496337557,-2.8824914220230564,-0.14448284496337557,-2.8824914220230564,2.8861102006897124,0.9443389182674332,0.9611686544972815,0.10898720939566314,0.10754341984045368,0.10898720939566314,0.10754341984045368,88.81118112443004,0.34919172525405884,0.9720862507820129,0.6228945255279541
27,0_4_0.txt,36,0.0,4.0,0,6_16_0.txt,True,ok,9072,9072,8000,-1.3627970381683905,1.5008967241863929,0.9328955411911011,True,False,1.3627970381683905,-1.5008967241863929,1.1127970381683905,-1.0008967241863929,1.4967002039965767,0.5087841911811846,0.51198243007236,0.1744519981454348,0.175344419896874,0.1503127501951611,0.15312422636901768,70.09189820295666,0.6571612358093262,0.9220680594444275,0.2649068236351013
28,2_4_0.txt,37,2.0,4.0,0,6_16_0.txt,True,ok,9072,9072,8000,-1.2908203126262412,1.5614323412992488,0.93660968542099,True,False,1.2908203126262412,-1.5614323412992488,1.0408203126262412,-1.8114323412992488,2.0891610876809534,0.49975262425642814,0.4953851362937703,0.172215581903282,0.1759351311022198,0.15287983408232744,0.1564732520143962,68.41381774490598,0.6592965126037598,0.9418143033981323,0.28251779079437256
29,4_4_0.txt,38,4.0,4.0,0,6_16_0.txt,True,ok,9072,9072,8000,-1.1886438949752884,1.610283101850336,0.9444047808647156,True,False,1.1886438949752884,-1.610283101850336,0.9386438949752884,-1.860283101850336,2.0836759778344347,0.5032793911501158,0.4994451132896194,0.16706890920614517,0.16517600628506401,0.15041463405975986,0.14989670035497768,69.98735269073396,0.6586362719535828,0.9435990452766418,0.2849627733230591
30,6_4_0.txt,39,6.0,4.0,0,6_16_0.txt,True,ok,9072,9072,8000,-1.103422529296787,1.6679963391390744,0.9512109160423279,True,False,1.103422529296787,-1.6679963391390744,1.103422529296787,-1.9179963391390744,2.2127474404257277,0.5155785465304971,0.5165190534809124,0.15771944137585586,0.14778518636274457,0.14317402903725035,0.13047530971781382,74.73949724825873,0.6517298221588135,0.9543342590332031,0.30260443687438965
31,8_4_0.txt,40,8.0,4.0,0,6_16_0.txt,True,ok,9072,9072,8000,-1.0084734430963451,1.7126451397758984,0.955042839050293,True,False,1.0084734430963451,-1.7126451397758984,1.0084734430963451,-1.9626451397758984,2.2065798490234956,0.5250326749553611,0.5237321118756154,0.12604608629761985,0.13135854630494584,0.09780429938323632,0.10701052922539751,79.56769753105914,0.6429733037948608,0.9551483988761902,0.31217509508132935
32,10_4_0.txt,41,10.0,4.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.926683988007326,1.7647392017058785,0.9580598473548889,True,False,0.926683988007326,-1.7647392017058785,0.926683988007326,-2.0147392017058783,2.2176377667508285,0.5368834880172367,0.5447487842268333,0.12548264867299366,0.12472732609165897,0.0997055808872407,0.09708477276978045,82.17806526955839,0.6289644837379456,0.958224356174469,0.32925987243652344
33,12_4_0.txt,42,12.0,4.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.8301358434343716,1.7952322740301785,0.9571985006332397,True,False,0.8301358434343716,-1.7952322740301785,1.0801358434343715,-2.0452322740301785,2.312935039080505,0.5548591483546509,0.557372936924053,0.13509825667230319,0.1296109120397671,0.11233949955779951,0.10701591798353317,80.79994364740479,0.6146263480186462,0.9497047662734985,0.3350784182548523
34,14_4_0.txt,43,14.0,4.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.7502787781404376,1.8512054600909778,0.9556394219398499,True,False,0.7502787781404376,-1.8512054600909778,1.0002787781404376,-2.101205460090978,2.3271489035973323,0.5650200730126499,0.5740667986123651,0.13922735530888086,0.14120221673014338,0.11126652958733595,0.1149466645636964,79.97677886239971,0.5962916016578674,0.948758602142334,0.35246700048446655
35,16_4_0.txt,44,16.0,4.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.6550193754030292,1.8875573007360456,0.9507535099983215,True,False,0.6550193754030292,-1.8875573007360456,0.9050193754030292,-1.8875573007360456,2.0933066267073333,0.5756856891752586,0.5811200994712642,0.1566006225720364,0.15113155700180597,0.14097334813689893,0.133361880711127,77.05089174639336,0.5775595903396606,0.9549901485443115,0.3774305582046509
36,18_4_0.txt,45,18.0,4.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.5704900863236162,1.9427326734442847,0.9450809955596924,True,False,0.5704900863236162,-1.9427326734442847,0.8204900863236162,-1.9427326734442847,2.108889333801874,0.5977479925244433,0.5944262080801991,0.1577674461139678,0.15380481331803492,0.1537344941481562,0.14931007686255246,74.88164639564349,0.5566566586494446,0.9535030722618103,0.3968464136123657
37,20_4_0.txt,46,20.0,4.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.42877439311224674,2.018093730709783,0.9449188113212585,True,False,0.42877439311224674,-2.018093730709783,0.17877439311224674,-2.018093730709783,2.0259966904125934,0.606925421476938,0.617916657014257,0.14957758633776916,0.15085487395013095,0.14544918973610718,0.14095084189389046,77.18934417871854,0.5369250178337097,0.9544594883918762,0.4175344705581665
38,24_4_0.txt,47,24.0,4.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.2705847205291837,2.1400140968535992,0.9553326964378357,True,False,0.2705847205291837,-2.1400140968535992,0.020584720529183698,-2.1400140968535992,2.140113096416026,0.658845015061342,0.6583897920347296,0.14335514571985425,0.14499217033127088,0.11719342766024919,0.12143796899794981,81.55530804591454,0.493039608001709,0.9578506946563721,0.4648110866546631
39,28_4_0.txt,48,28.0,4.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.11095931961996106,2.243597901192264,0.9576811790466309,True,False,0.11095931961996106,-2.243597901192264,0.11095931961996106,-1.9935979011922642,1.9966833905876828,0.6909167014197464,0.6911929248369063,0.12799030009063825,0.12985503656943667,0.09523018949949147,0.09862734299790187,85.73085177033981,0.45445817708969116,0.9617351293563843,0.5072769522666931
40,32_4_0.txt,49,32.0,4.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.04465020237740714,2.3584550389851215,0.9515305161476135,True,False,-0.04465020237740714,-2.3584550389851215,-0.04465020237740714,-2.1084550389851215,2.1089277588371997,0.7603017259564587,0.7621201234104891,0.15156939747911943,0.1412715953287988,0.13644711787304276,0.12565581088176067,83.51233525766901,0.4209173619747162,0.9574272036552429,0.5365098416805267
41,36_4_0.txt,50,36.0,4.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.20159268725557442,2.501477026679638,0.9384596943855286,True,False,-0.20159268725557442,-2.501477026679638,0.048407312744425585,-3.001477026679638,3.001867353767114,0.7984889542007577,0.8012747961051776,0.1706163589677901,0.17000547538704952,0.15875175654232906,0.16582548587103912,79.30479197934582,0.39643868803977966,0.9127558469772339,0.5163171589374542
42,40_4_0.txt,51,40.0,4.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.35440709299310164,2.619047824903402,0.9418324828147888,True,False,-0.35440709299310164,-2.619047824903402,-0.10440709299310164,-2.869047824903402,2.8709469278707003,0.8768924727634345,0.8611340188488052,0.1710207081232632,0.17301961615324313,0.14225645857750863,0.14724813323627467,82.90067167092978,0.3756066560745239,0.9460521340370178,0.5704454779624939
43,0_6_0.txt,52,0.0,6.0,0,6_16_0.txt,True,ok,9072,9072,8000,-1.1391903978314004,1.2225443166034131,0.9559197425842285,True,False,1.1391903978314004,-1.2225443166034131,1.1391903978314004,-0.9725443166034131,1.4978642162321871,0.40406726446931723,0.4032447294278241,0.13263456575467722,0.1303769720599832,0.10798657092513811,0.10561299879274588,73.80920540670097,0.6960772275924683,0.9609847664833069,0.2649075388908386
44,2_6_0.txt,53,2.0,6.0,0,6_16_0.txt,True,ok,9072,9072,8000,-1.0614407765200449,1.2743074395984244,0.9547346234321594,True,False,1.0614407765200449,-1.2743074395984244,1.0614407765200449,-1.0243074395984244,1.4750804225113137,0.39553361176839424,0.3970802778378462,0.1321438188216492,0.12888038923386286,0.10203180787083183,0.09653136508728472,75.6897105006296,0.6985556483268738,0.9591348171234131,0.2605791687965393
45,4_6_0.txt,54,4.0,6.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.9707380512175621,1.3165887769392504,0.9518083930015564,True,False,0.9707380512175621,-1.3165887769392504,0.9707380512175621,-1.0665887769392504,1.4422010897147581,0.3962254513481629,0.4158339342709708,0.13795019227415276,0.1360619393550907,0.11298913779457997,0.11543539700156555,72.24002480606978,0.6985808610916138,0.9568706750869751,0.25828981399536133
46,6_6_0.txt,55,6.0,6.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.8841658289307681,1.3697678626154526,0.9464588165283203,True,False,0.8841658289307681,-1.3697678626154526,0.8841658289307681,-1.1197678626154526,1.4267548069641158,0.4223934972914378,0.4145557596779188,0.15847695449844013,0.15555223367265164,0.14727819230731207,0.14207559422463764,65.728230543698,0.6933313608169556,0.955781877040863,0.26245051622390747
47,8_6_0.txt,56,8.0,6.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.7845355660299278,1.4161079638009735,0.9399381875991821,True,False,0.7845355660299278,-1.4161079638009735,1.0345355660299278,-1.1661079638009735,1.5588686989675928,0.4332795362607588,0.4220161502643507,0.17044878085253548,0.16925488184091528,0.15523810120439713,0.14864980919780454,64.77627476941572,0.6850380897521973,0.9437065124511719,0.2586684226989746
48,10_6_0.txt,57,10.0,6.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.7058673153783894,1.4894098988529698,0.9335203170776367,True,False,0.7058673153783894,-1.4894098988529698,0.9558673153783894,-1.9894098988529698,2.207132544788118,0.4426380191835668,0.45483088339420147,0.17019311200260634,0.1764699582170591,0.14732621735919468,0.14912242060951986,67.21365543678888,0.6717987060546875,0.914667010307312,0.2428683042526245
49,12_6_0.txt,58,12.0,6.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.610945663713661,1.5191574169320128,0.9316373467445374,True,False,0.610945663713661,-1.5191574169320128,0.860945663713661,-2.019157416932013,2.195045354934361,0.46059426684104526,0.4525658542203884,0.17526787308239836,0.17200090255096423,0.1533836893073748,0.15783847826796302,65.12364404074118,0.6599071025848389,0.9195230007171631,0.2596158981323242
50,18_6_0.txt,59,18.0,6.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.5264182581482038,1.5699779072141744,0.9296280741691589,True,False,0.5264182581482038,-1.5699779072141744,0.7764182581482038,-1.8199779072141744,1.9786725081057697,0.4767082278717242,0.474720206168768,0.17670279820648846,0.17259233437547186,0.1644081843908558,0.16591013168378152,65.05096485722397,0.6414734721183777,0.9464637041091919,0.3049902319908142
51,20_6_0.txt,60,20.0,6.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.4317478496271938,1.6616148965104018,0.9338353872299194,True,False,0.4317478496271938,-1.6616148965104018,0.1817478496271938,-1.9116148965104018,1.920235348441587,0.48696284685588725,0.4773656281473086,0.173121547495858,0.17202421944355575,0.1525185819080922,0.1524312848930969,68.06823199971602,0.6244688630104065,0.9418208003044128,0.31735193729400635
52,24_6_0.txt,61,24.0,6.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.23208687889164648,1.7728296300414177,0.9519189596176147,True,False,0.23208687889164648,-1.7728296300414177,-0.017913121108353525,-2.022829630041418,2.022908943101825,0.5172763872981496,0.5191906008605226,0.14957254536561243,0.15094858660922245,0.10600377347114223,0.10879946783697494,79.04440726456772,0.5831871032714844,0.9434046149253845,0.36021751165390015
53,28_6_0.txt,62,28.0,6.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.07988239077188423,1.8980788819686238,0.961868941783905,True,False,0.07988239077188423,-1.8980788819686238,0.07988239077188423,-1.8980788819686238,1.8997591001310385,0.5622683838733369,0.5679358138196373,0.08674881306611101,0.09128163546243079,0.08674881306611101,0.09128163546243079,83.92747327404508,0.5374109745025635,0.9728220105171204,0.4354110360145569
54,32_6_0.txt,63,32.0,6.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.08162592005696805,2.0006874924679425,0.9633916616439819,True,False,-0.08162592005696805,-2.0006874924679425,-0.08162592005696805,-2.0006874924679425,2.002351925447375,0.5977785534858179,0.6105474875609795,0.06039191832242935,0.058312083530483304,0.06039191832242935,0.058312083530483304,90.44921407122172,0.4994502365589142,0.9731959104537964,0.4737456738948822
55,36_6_0.txt,64,36.0,6.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.23441884961156817,2.118106462195391,0.9563921093940735,True,False,-0.23441884961156817,-2.118106462195391,0.01558115038843183,-2.118106462195391,2.1181637702126106,0.6590355143630644,0.6479447958436585,0.13386531855084735,0.13284724140016763,0.10751698568182814,0.10593211112139758,83.65105919502474,0.46500489115715027,0.9594423174858093,0.49443742632865906
56,40_6_0.txt,65,40.0,6.0,0,6_16_0.txt,True,ok,9072,9072,8000,0.40991386687915293,2.2340279134695535,0.941819429397583,True,False,-0.40991386687915293,-2.2340279134695535,-0.15991386687915293,-1.9840279134695535,1.9904620584795365,0.729478225814363,0.7121544151242154,0.16794117642994383,0.17230170919652926,0.14470880028433353,0.13829626753141103,80.58057851016916,0.43999040126800537,0.9444697499275208,0.5044793486595154
57,0_8_0.txt,66,0.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,-1.093730247654879,0.8584882877599351,0.9581171274185181,True,False,1.093730247654879,-0.8584882877599351,1.093730247654879,-0.8584882877599351,1.3904128864679686,0.3610480121974109,0.3418925630977186,0.10816283543924474,0.10181409495825894,0.10816283543924474,0.10181409495825894,70.22044175638919,0.735536515712738,0.971225380897522,0.23568886518478394
58,2_8_0.txt,67,2.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,-1.0252893161978,0.9164329794837516,0.9609288573265076,True,False,1.0252893161978,-0.9164329794837516,1.0252893161978,-0.9164329794837516,1.375160931598487,0.3285600630149015,0.32743337054036553,0.06521561508342916,0.06642318275170282,0.06521561508342916,0.06642318275170282,79.71398497285594,0.7442477345466614,0.9725361466407776,0.2282884120941162
59,4_8_0.txt,68,4.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.940216201859735,0.962842985399446,0.960960328578949,True,False,0.940216201859735,-0.962842985399446,0.940216201859735,-0.962842985399446,1.345761167805218,0.30652312395916864,0.3185851892807486,0.056955934600150304,0.06357560580662372,0.056955934600150304,0.06357560580662372,80.04439379302136,0.7531405687332153,0.9727510213851929,0.21961045265197754
60,6_8_0.txt,69,6.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.8513438933844016,1.0028952923259884,0.958972692489624,True,False,0.8513438933844016,-1.0028952923259884,0.8513438933844016,-1.0028952923259884,1.3155171576883904,0.2985437058628058,0.3010570146876966,0.08578849464201863,0.08445756866388596,0.08578849464201863,0.08445756866388596,71.94632094804416,0.7601895332336426,0.9722511768341064,0.21206164360046387
61,8_8_0.txt,70,8.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.7683244643709642,1.0574242310127915,0.9548484683036804,True,False,0.7683244643709642,-1.0574242310127915,1.0183244643709641,-1.0574242310127915,1.4680363480068892,0.30619586860768844,0.3074105680782898,0.12272167281164738,0.12307524296811201,0.0963707192595779,0.09468157446861616,69.20028642460231,0.7581621408462524,0.9579759240150452,0.19981378316879272
62,10_8_0.txt,71,10.0,8.0,0,6_16_0.txt,True,ok,9072,9072,8000,-0.6695324643864595,1.098434626920684,0.9484416246414185,True,False,0.6695324643864595,-1.098434626920684,0.9195324643864595,-1.098434626920684,1.4325147757279915,0.3157238960583405,0.32324494936611664,0.1501764333375443,0.14523780914793666,0.12882151508505144,0.12255131825033044,62.087166871236946,0.757684051990509,0.9561886191368103,0.19850456714630127
