experiment,track,method,std,std_ratio_to_lr,mean_gradient,p95_gradient,artifact_score,contour_chamfer_lr_px,nrmse_to_bicubic,corr_to_bicubic,source_dir
default_contour_refined_psf05,highpass,lr_reference,0.2087420225143432,1.0,0.4945129454135895,0.9737042188644408,0.5554681420326233,0.0222222222222222,0.2553842961788177,0.9679874777793884,output/ep06_sr_poc_data_driven_align_sweep/default_contour_refined_psf05
default_contour_refined_psf05,highpass,bicubic,0.2056510895490646,0.9851925696223134,0.45210662484169,0.8844174742698669,0.3049172759056091,0.0379357062485899,0.0,1.0000001192092896,output/ep06_sr_poc_data_driven_align_sweep/default_contour_refined_psf05
default_contour_refined_psf05,highpass,saa_uniform,0.1923338323831558,0.9213948876534432,0.1613291651010513,0.4419779777526855,0.1413498371839523,0.0111111111111111,0.3518176674842834,0.936076283454895,output/ep06_sr_poc_data_driven_align_sweep/default_contour_refined_psf05
default_contour_refined_psf05,highpass,saa_weighted,0.1925522834062576,0.922441399613376,0.1609515845775604,0.4426531493663788,0.1410039067268371,0.0111111111111111,0.351573497056961,0.9361682534217834,output/ep06_sr_poc_data_driven_align_sweep/default_contour_refined_psf05
default_contour_refined_psf05,highpass,ibp,0.1981534212827682,0.9492742232539813,0.1718982458114624,0.4483434855937958,0.1531280577182769,0.0111111111111111,0.3535273969173431,0.935840904712677,output/ep06_sr_poc_data_driven_align_sweep/default_contour_refined_psf05
default_contour_refined_psf05,highpass,map_tv,0.195114254951477,0.9347147862288736,0.1362661272287368,0.4323444962501526,0.1437276154756546,0.0157134840263677,0.3542787432670593,0.9352462291717528,output/ep06_sr_poc_data_driven_align_sweep/default_contour_refined_psf05
default_contour_refined_psf05,raw_control_highpass_visual,saa_weighted,0.192632257938385,,0.1620118916034698,0.4430623352527618,0.1449246257543563,0.0111111111111111,0.3525073230266571,0.9358184337615968,output/ep06_sr_poc_data_driven_align_sweep/default_contour_refined_psf05
default_contour_refined_psf05,raw_control_highpass_visual,ibp,0.1983417123556137,,0.1739237010478973,0.4574829041957855,0.156868427991867,0.0111111111111111,0.3559992015361786,0.9349602460861206,output/ep06_sr_poc_data_driven_align_sweep/default_contour_refined_psf05
default_contour_refined_psf05,raw_control_highpass_visual,map_tv,0.1956989020109176,,0.1438415050506591,0.439756691455841,0.1432497054338455,0.0157134840263677,0.3554321825504303,0.934861421585083,output/ep06_sr_poc_data_driven_align_sweep/default_contour_refined_psf05
ncc_init_psf05,highpass,lr_reference,0.2087420225143432,1.0,0.4945129454135895,0.9737042188644408,0.5554681420326233,0.0222222222222222,0.2553842961788177,0.9679874777793884,output/ep06_sr_poc_data_driven_align_sweep/ncc_init_psf05
ncc_init_psf05,highpass,bicubic,0.2056510895490646,0.9851925696223134,0.45210662484169,0.8844174742698669,0.3049172759056091,0.0379357062485899,0.0,1.0000001192092896,output/ep06_sr_poc_data_driven_align_sweep/ncc_init_psf05
ncc_init_psf05,highpass,saa_uniform,0.1945424526929855,0.9319755090502584,0.1673209369182586,0.4428426027297973,0.1559018194675445,0.0111111111111111,0.3522719740867615,0.9359588027000428,output/ep06_sr_poc_data_driven_align_sweep/ncc_init_psf05
ncc_init_psf05,highpass,saa_weighted,0.1948322355747223,0.9333637435717324,0.167308047413826,0.4433252513408661,0.1561533808708191,0.0111111111111111,0.3518977463245392,0.9361141920089722,output/ep06_sr_poc_data_driven_align_sweep/ncc_init_psf05
ncc_init_psf05,highpass,ibp,0.2009052187204361,0.9624569902144708,0.1795774400234222,0.4492515325546264,0.1693025976419448,0.0111111111111111,0.3565213084220886,0.93522447347641,output/ep06_sr_poc_data_driven_align_sweep/ncc_init_psf05
ncc_init_psf05,highpass,map_tv,0.1976792812347412,0.9470028068792814,0.1401887834072113,0.4323405623435974,0.1571957916021347,0.0157134840263677,0.3554808497428894,0.9350584149360656,output/ep06_sr_poc_data_driven_align_sweep/ncc_init_psf05
ncc_init_psf05,raw_control_highpass_visual,saa_weighted,0.1949096769094467,,0.1683761477470398,0.4444599151611328,0.160527229309082,0.0111111111111111,0.3527861833572387,0.9357897639274596,output/ep06_sr_poc_data_driven_align_sweep/ncc_init_psf05
ncc_init_psf05,raw_control_highpass_visual,ibp,0.2010506689548492,,0.181302785873413,0.4568637013435364,0.1732684522867202,0.0111111111111111,0.358423113822937,0.934561848640442,output/ep06_sr_poc_data_driven_align_sweep/ncc_init_psf05
ncc_init_psf05,raw_control_highpass_visual,map_tv,0.1982397139072418,,0.1475253999233245,0.4386155903339386,0.1565408110618591,0.0111111111111111,0.3565523624420166,0.934742271900177,output/ep06_sr_poc_data_driven_align_sweep/ncc_init_psf05
tuned_contour_refined_psf05,highpass,lr_reference,0.2087420225143432,1.0,0.4945129454135895,0.9737042188644408,0.5554681420326233,0.0222222222222222,0.2553842961788177,0.9679874777793884,output/ep06_sr_poc_data_driven_align_sweep/tuned_contour_refined_psf05
tuned_contour_refined_psf05,highpass,bicubic,0.2056510895490646,0.9851925696223134,0.45210662484169,0.8844174742698669,0.3049172759056091,0.0379357062485899,0.0,1.0000001192092896,output/ep06_sr_poc_data_driven_align_sweep/tuned_contour_refined_psf05
tuned_contour_refined_psf05,highpass,saa_uniform,0.1921490579843521,0.9205097070052054,0.1623648852109909,0.4431078433990478,0.1422095894813537,0.0111111111111111,0.3503421545028686,0.9366321563720704,output/ep06_sr_poc_data_driven_align_sweep/tuned_contour_refined_psf05
tuned_contour_refined_psf05,highpass,saa_weighted,0.1924002319574356,0.9217129816025196,0.1627851724624633,0.4439904391765594,0.1417002379894256,0.0111111111111111,0.3499922156333923,0.9367608428001404,output/ep06_sr_poc_data_driven_align_sweep/tuned_contour_refined_psf05
