pair,offset_dx_hr_px,offset_dy_hr_px,offset_norm_hr_px,offset_dx_um,offset_dy_um,cutoff_1_7_before_um,cutoff_1_7_after_um,sign_changes_45_21um_before,sign_changes_45_21um_after,frc_at_30um_before,frc_at_30um_after,frc_at_24um_before,frc_at_24um_after,source_file
v11_vs_drz,0.5997838060113975,0.3474825338073599,0.6931700550764586,5.997838060113975,3.474825338073599,30.06711409395973,25.821325648414984,14,0,0.1130647143179969,0.5345897550538395,0.0974559526677762,0.1790671588685682,summary/task1_offset_probe_summary.csv
c_nodr_vs_drz,0.5378684442418925,0.3103865723851877,0.6210010367368313,5.378684442418925,3.103865723851877,26.666666666666668,25.821325648414984,2,0,0.1845129086117844,0.5248541105764492,0.1031409377640986,0.1857031008693534,summary/task1_offset_probe_summary.csv
d_dr01_vs_drz,0.5306012940612757,0.3359356113705244,0.6280051498565823,5.3060129406127565,3.3593561137052443,26.826347305389223,25.821325648414984,4,0,0.1989089585374301,0.5481402045886784,0.1028732330104927,0.1863991132747729,summary/task1_offset_probe_summary.csv
tgv_vs_drz,-0.0182702161828714,-0.015285874003548,0.0238213925583959,-0.1827021618287145,-0.1528587400354803,25.454545454545457,25.454545454545457,0,0,0.5901539755649239,0.5921276362892428,0.1973120445164341,0.1971200090220587,summary/task1_offset_probe_summary.csv
maptv_vs_drz,0.0298694558685047,-0.0158104670303324,0.0337957876309722,0.2986945586850471,-0.1581046703033242,26.27565982404692,26.27565982404692,10,12,0.5078354620271172,0.5092454836316935,0.0645009379934789,0.0683159923658711,summary/task1_offset_probe_summary.csv
v11_vs_tgv,0.7412782964200822,0.2551735000334988,0.7839687671475218,7.412782964200822,2.551735000334988,30.06711409395973,20.0,41,0,0.0389216901355944,0.8267110741169734,0.2463557027928353,0.7554027033895623,summary/task1_offset_probe_summary.csv
