method,stage,frequency_um_inv,period_um,frc,threshold_1_7,threshold_half_bit,n_ring_pixels,hr_pitch_um,pixel_size_um
tgv_new_vs_drz,before,0.0,inf,0.7072220477826711,0.14285714285714285,0.7560610050770457,3,10.0,20.0
tgv_new_vs_drz,before,0.00011160714285714285,8960.0,0.9477444440603955,0.14285714285714285,0.5160568456025979,12,10.0,20.0
tgv_new_vs_drz,before,0.0002232142857142857,4480.0,0.8672698145020209,0.14285714285714285,0.43846389609946435,22,10.0,20.0
tgv_new_vs_drz,before,0.0003348214285714286,2986.6666666666665,0.9666317761787925,0.14285714285714285,0.41192739958594665,28,10.0,20.0
tgv_new_vs_drz,before,0.0004464285714285714,2240.0,0.9750535352417753,0.14285714285714285,0.37684928940895107,40,10.0,20.0
tgv_new_vs_drz,before,0.0005580357142857143,1792.0,0.9893916129306124,0.14285714285714285,0.3572655453148874,50,10.0,20.0
tgv_new_vs_drz,before,0.0006696428571428571,1493.3333333333333,0.9937656014458591,0.14285714285714285,0.3607189084162777,48,10.0,20.0
tgv_new_vs_drz,before,0.0007812499999999999,1280.0,0.9945203013832717,0.14285714285714285,0.33301944154606616,68,10.0,20.0
tgv_new_vs_drz,before,0.0008928571428571428,1120.0,0.995448576520491,0.14285714285714285,0.3308883459615167,70,10.0,20.0
tgv_new_vs_drz,before,0.0010044642857142856,995.5555555555557,0.998113454715252,0.14285714285714285,0.32498105977643776,76,10.0,20.0
tgv_new_vs_drz,before,0.0011160714285714285,896.0,0.9986594591115953,0.14285714285714285,0.3120228149867766,92,10.0,20.0
tgv_new_vs_drz,before,0.0012276785714285714,814.5454545454546,0.9988158592153507,0.14285714285714285,0.30307454563671804,106,10.0,20.0
tgv_new_vs_drz,before,0.0013392857142857143,746.6666666666666,0.9994658196471033,0.14285714285714285,0.309276869488276,96,10.0,20.0
tgv_new_vs_drz,before,0.0014508928571428572,689.2307692307692,0.9993417659292663,0.14285714285714285,0.297657677511583,116,10.0,20.0
tgv_new_vs_drz,before,0.0015624999999999999,640.0,0.9995670980946775,0.14285714285714285,0.28942028891226607,134,10.0,20.0
tgv_new_vs_drz,before,0.0016741071428571428,597.3333333333334,0.9992982252045141,0.14285714285714285,0.2956748612128594,120,10.0,20.0
