method,split_mode,seed,frequency_um_inv,period_um,frc,threshold_1_7,threshold_half_bit,n_ring_pixels,hr_pitch_um,pixel_size_um
drizzle,phase_stratified,42,0.0,inf,0.9999937734499468,0.1428571428571428,0.7560610050770457,3,10.0,20.0
drizzle,phase_stratified,42,0.0001116071428571,8960.0,0.9999437093297876,0.1428571428571428,0.5160568456025979,12,10.0,20.0
drizzle,phase_stratified,42,0.0002232142857142,4480.0,0.999912452237366,0.1428571428571428,0.4384638960994643,22,10.0,20.0
drizzle,phase_stratified,42,0.0003348214285714,2986.6666666666665,0.9999618730832458,0.1428571428571428,0.4119273995859466,28,10.0,20.0
drizzle,phase_stratified,42,0.0004464285714285,2240.0,0.9999605389035358,0.1428571428571428,0.376849289408951,40,10.0,20.0
drizzle,phase_stratified,42,0.0005580357142857,1792.0,0.9999884522801158,0.1428571428571428,0.3572655453148874,50,10.0,20.0
drizzle,phase_stratified,42,0.0006696428571428,1493.3333333333333,0.9999884495476375,0.1428571428571428,0.3607189084162777,48,10.0,20.0
drizzle,phase_stratified,42,0.0007812499999999,1280.0,0.999981545847342,0.1428571428571428,0.3330194415460661,68,10.0,20.0
drizzle,phase_stratified,42,0.0008928571428571,1120.0,0.9999836479239737,0.1428571428571428,0.3308883459615167,70,10.0,20.0
drizzle,phase_stratified,42,0.0010044642857142,995.5555555555557,0.9999819012665514,0.1428571428571428,0.3249810597764377,76,10.0,20.0
drizzle,phase_stratified,42,0.0011160714285714,896.0,0.9999893547605248,0.1428571428571428,0.3120228149867766,92,10.0,20.0
drizzle,phase_stratified,42,0.0012276785714285,814.5454545454546,0.9999883092885492,0.1428571428571428,0.303074545636718,106,10.0,20.0
drizzle,phase_stratified,42,0.0013392857142857,746.6666666666666,0.999972369776092,0.1428571428571428,0.309276869488276,96,10.0,20.0
drizzle,phase_stratified,42,0.0014508928571428,689.2307692307692,0.9999673457031232,0.1428571428571428,0.297657677511583,116,10.0,20.0
drizzle,phase_stratified,42,0.0015624999999999,640.0,0.999962461611271,0.1428571428571428,0.289420288912266,134,10.0,20.0
drizzle,phase_stratified,42,0.0016741071428571,597.3333333333334,0.999944533107246,0.1428571428571428,0.2956748612128594,120,10.0,20.0
drizzle,phase_stratified,42,0.0017857142857142,560.0,0.999945438818421,0.1428571428571428,0.2847638081271247,146,10.0,20.0
drizzle,phase_stratified,42,0.0018973214285714,527.0588235294118,0.9999299369788688,0.1428571428571428,0.2812856424436456,156,10.0,20.0
drizzle,phase_stratified,42,0.0020089285714285,497.7777777777778,0.9999470031805288,0.1428571428571428,0.2870201871950258,140,10.0,20.0
drizzle,phase_stratified,42,0.0021205357142857,471.5789473684211,0.9999308691236416,0.1428571428571428,0.2757709533720164,174,10.0,20.0
drizzle,phase_stratified,42,0.0022321428571428,448.0,0.9999516922949596,0.1428571428571428,0.2752091333889933,176,10.0,20.0
drizzle,phase_stratified,42,0.00234375,426.6666666666667,0.9999682772262256,0.1428571428571428,0.273051000260408,184,10.0,20.0
drizzle,phase_stratified,42,0.0024553571428571,407.2727272727273,0.9999455143957856,0.1428571428571428,0.2705369635786124,194,10.0,20.0
drizzle,phase_stratified,42,0.0025669642857142,389.5652173913044,0.9999215233282938,0.1428571428571428,0.269116846861646,200,10.0,20.0
drizzle,phase_stratified,42,0.0026785714285714,373.3333333333333,0.9999030888781794,0.1428571428571428,0.2673166390391592,208,10.0,20.0
drizzle,phase_stratified,42,0.0027901785714285,358.4,0.9998205435752762,0.1428571428571428,0.2668822084027434,210,10.0,20.0
drizzle,phase_stratified,42,0.0029017857142857,344.6153846153846,0.9998596372648556,0.1428571428571428,0.2617315099101021,236,10.0,20.0
drizzle,phase_stratified,42,0.0030133928571428,331.8518518518519,0.9998974187297124,0.1428571428571428,0.2632250986856457,228,10.0,20.0
drizzle,phase_stratified,42,0.0031249999999999,320.0,0.9998557597426786,0.1428571428571428,0.2613695641695868,238,10.0,20.0
drizzle,phase_stratified,42,0.0032366071428571,308.96551724137936,0.9999031034652316,0.1428571428571428,0.2576597972433477,260,10.0,20.0
drizzle,phase_stratified,42,0.0033482142857142,298.6666666666667,0.999817347034934,0.1428571428571428,0.2586250244740691,254,10.0,20.0
drizzle,phase_stratified,42,0.0034598214285714,289.03225806451616,0.9998919618821638,0.1428571428571428,0.2552370970586252,276,10.0,20.0
drizzle,phase_stratified,42,0.0035714285714285,280.0,0.999891386459803,0.1428571428571428,0.2558232643037454,272,10.0,20.0
drizzle,phase_stratified,42,0.0036830357142857,271.5151515151515,0.9998051047919312,0.1428571428571428,0.2527449491574839,294,10.0,20.0
drizzle,phase_stratified,42,0.0037946428571428,263.5294117647059,0.9997674295906,0.1428571428571428,0.2541010745146297,284,10.0,20.0
drizzle,phase_stratified,42,0.00390625,256.0,0.9997341295118976,0.1428571428571428,0.2514544516681247,304,10.0,20.0
drizzle,phase_stratified,42,0.0040178571428571,248.8888888888889,0.9997734650339712,0.1428571428571428,0.2492808358345323,322,10.0,20.0
drizzle,phase_stratified,42,0.0041294642857142,242.16216216216216,0.9997380641809273,0.1428571428571428,0.2514544516681247,304,10.0,20.0
drizzle,phase_stratified,42,0.0042410714285714,235.78947368421052,0.999712739487534,0.1428571428571428,0.2490502694584327,324,10.0,20.0
drizzle,phase_stratified,42,0.0043526785714285,229.74358974358967,0.9997423341341386,0.1428571428571428,0.2458237679817894,354,10.0,20.0
drizzle,phase_stratified,42,0.0044642857142857,224.0,0.999811944773231,0.1428571428571428,0.2477092467132213,336,10.0,20.0
drizzle,phase_stratified,42,0.0045758928571428,218.53658536585365,0.999564352228221,0.1428571428571428,0.24643640318775,348,10.0,20.0
drizzle,phase_stratified,42,0.0046875,213.33333333333331,0.9994406189887414,0.1428571428571428,0.2442617325963765,370,10.0,20.0
drizzle,phase_stratified,42,0.0047991071428571,208.37209302325584,0.9996363067516548,0.1428571428571428,0.2440734187181129,372,10.0,20.0
drizzle,phase_stratified,42,0.0049107142857142,203.63636363636363,0.9995976167041208,0.1428571428571428,0.2438865796149162,374,10.0,20.0
drizzle,phase_stratified,42,0.0050223214285714,199.11111111111117,0.999557650596176,0.1428571428571428,0.2412486646688545,404,10.0,20.0
drizzle,phase_stratified,42,0.0051339285714285,194.7826086956522,0.9996204704071086,0.1428571428571428,0.2422683287804758,392,10.0,20.0
drizzle,phase_stratified,42,0.0052455357142857,190.63829787234044,0.9996538532223193,0.1428571428571428,0.2427954615022515,386,10.0,20.0
drizzle,phase_stratified,42,0.0053571428571428,186.66666666666663,0.9995837073337376,0.1428571428571428,0.2396441629955907,424,10.0,20.0
drizzle,phase_stratified,42,0.00546875,182.8571428571429,0.9995271964965295,0.1428571428571428,0.2402723965958697,416,10.0,20.0
drizzle,phase_stratified,42,0.0055803571428571,179.2,0.9993989416244776,0.1428571428571428,0.2388828626474958,434,10.0,20.0
drizzle,phase_stratified,42,0.0056919642857142,175.68627450980392,0.999516851789555,0.1428571428571428,0.2384383044776066,440,10.0,20.0
drizzle,phase_stratified,42,0.0058035714285714,172.3076923076923,0.999281544690074,0.1428571428571428,0.2375752861223202,452,10.0,20.0
drizzle,phase_stratified,42,0.0059151785714285,169.05660377358492,0.999169156179924,0.1428571428571428,0.2368813596143089,462,10.0,20.0
drizzle,phase_stratified,42,0.0060267857142857,165.92592592592595,0.9990658216119837,0.1428571428571428,0.2378591915591398,448,10.0,20.0
drizzle,phase_stratified,42,0.0061383928571428,162.9090909090909,0.9992484087182206,0.1428571428571428,0.2351758618232783,488,10.0,20.0
drizzle,phase_stratified,42,0.0062499999999999,160.0,0.9992630049848912,0.1428571428571428,0.2360771637720961,474,10.0,20.0
drizzle,phase_stratified,42,0.0063616071428571,157.19298245614036,0.999320091582544,0.1428571428571428,0.2356861717750645,480,10.0,20.0
drizzle,phase_stratified,42,0.0064732142857142,154.48275862068968,0.9994300867704486,0.1428571428571428,0.2335986882619074,514,10.0,20.0
drizzle,phase_stratified,42,0.0065848214285714,151.864406779661,0.9988868755227056,0.1428571428571428,0.2334822234793085,516,10.0,20.0
drizzle,phase_stratified,42,0.0066964285714285,149.33333333333334,0.9992525131051104,0.1428571428571428,0.2346776788694962,496,10.0,20.0
drizzle,phase_stratified,42,0.0068080357142857,146.88524590163934,0.9992667355891413,0.1428571428571428,0.2324630405554131,534,10.0,20.0
drizzle,phase_stratified,42,0.0069196428571428,144.51612903225808,0.9993103318056646,0.1428571428571428,0.2319183585810605,544,10.0,20.0
drizzle,phase_stratified,42,0.00703125,142.22222222222223,0.9993113594985136,0.1428571428571428,0.2334822234793085,516,10.0,20.0
drizzle,phase_stratified,42,0.0071428571428571,140.0,0.9991983788394084,0.1428571428571428,0.2311800367418298,558,10.0,20.0
drizzle,phase_stratified,42,0.0072544642857142,137.84615384615387,0.9991186798857372,0.1428571428571428,0.2306691194292109,568,10.0,20.0
drizzle,phase_stratified,42,0.0073660714285714,135.75757575757575,0.999126599534682,0.1428571428571428,0.2325737769606136,532,10.0,20.0
drizzle,phase_stratified,42,0.0074776785714285,133.7313432835821,0.9988401134997876,0.1428571428571428,0.2286595678521021,610,10.0,20.0
drizzle,phase_stratified,42,0.0075892857142857,131.76470588235296,0.9984887125562376,0.1428571428571428,0.2300731936178756,580,10.0,20.0
drizzle,phase_stratified,42,0.0077008928571428,129.85507246376812,0.9989124647825096,0.1428571428571428,0.2298785627993883,584,10.0,20.0
drizzle,phase_stratified,42,0.0078125,128.0,0.9988284076706934,0.1428571428571428,0.2284787995617485,614,10.0,20.0
drizzle,phase_stratified,42,0.0079241071428571,126.19718309859157,0.999251392413382,0.1428571428571428,0.2285689665452805,612,10.0,20.0
drizzle,phase_stratified,42,0.0080357142857142,124.44444444444446,0.9991513490692344,0.1428571428571428,0.22794672665157,626,10.0,20.0
drizzle,phase_stratified,42,0.0081473214285714,122.73972602739724,0.9984962997952884,0.1428571428571428,0.2285689665452805,612,10.0,20.0
drizzle,phase_stratified,42,0.0082589285714285,121.08108108108108,0.9984023628590434,0.1428571428571428,0.2275146618834237,636,10.0,20.0
drizzle,phase_stratified,42,0.0083705357142857,119.46666666666668,0.9984685136799332,0.1428571428571428,0.2270924761106944,646,10.0,20.0
drizzle,phase_stratified,42,0.0084821428571428,117.89473684210527,0.9985837241224328,0.1428571428571428,0.2270091913293758,648,10.0,20.0
drizzle,phase_stratified,42,0.0085937499999999,116.36363636363636,0.9986725006075164,0.1428571428571428,0.2268437508936127,652,10.0,20.0
drizzle,phase_stratified,42,0.0087053571428571,114.87179487179486,0.9985480523107446,0.1428571428571428,0.2258036549339749,678,10.0,20.0
drizzle,phase_stratified,42,0.0088169642857142,113.41772151898736,0.9986679930019686,0.1428571428571428,0.225726081334338,680,10.0,20.0
drizzle,phase_stratified,42,0.0089285714285714,112.0,0.9988727701600056,0.1428571428571428,0.225726081334338,680,10.0,20.0
drizzle,phase_stratified,42,0.0090401785714285,110.61728395061728,0.998469275506071,0.1428571428571428,0.2247472633332211,706,10.0,20.0
drizzle,phase_stratified,42,0.0091517857142857,109.26829268292684,0.998472507632592,0.1428571428571428,0.2252675931499613,692,10.0,20.0
drizzle,phase_stratified,42,0.0092633928571428,107.95180722891568,0.998372591005844,0.1428571428571428,0.2251173562968774,696,10.0,20.0
drizzle,phase_stratified,42,0.009375,106.66666666666669,0.9980888291279753,0.1428571428571428,0.2234763476204035,742,10.0,20.0
drizzle,phase_stratified,42,0.0094866071428571,105.41176470588236,0.997959632167044,0.1428571428571428,0.2246741699298705,708,10.0,20.0
drizzle,phase_stratified,42,0.0095982142857142,104.18604651162792,0.9970647169586112,0.1428571428571428,0.2228088426230386,762,10.0,20.0
drizzle,phase_stratified,42,0.0097098214285714,102.98850574712644,0.9955257396559728,0.1428571428571428,0.2236817900769284,736,10.0,20.0
drizzle,phase_stratified,42,0.0098214285714285,101.81818181818184,0.9947628739759726,0.1428571428571428,0.2228744263580901,760,10.0,20.0
drizzle,phase_stratified,42,0.0099330357142857,100.6741573033708,0.9969455372431708,0.1428571428571428,0.2222931505883404,778,10.0,20.0
drizzle,phase_stratified,42,0.0100446428571428,99.55555555555556,0.997922167038042,0.1428571428571428,0.2226136037363606,768,10.0,20.0
drizzle,phase_stratified,42,0.01015625,98.46153846153844,0.9979280305978068,0.1428571428571428,0.2228744263580901,760,10.0,20.0
drizzle,phase_stratified,42,0.0102678571428571,97.3913043478261,0.997659711377456,0.1428571428571428,0.2219165276078127,790,10.0,20.0
drizzle,phase_stratified,42,0.0103794642857142,96.34408602150538,0.9975917716536932,0.1428571428571428,0.2212474895498582,812,10.0,20.0
drizzle,phase_stratified,42,0.0104910714285714,95.31914893617022,0.9976241278419296,0.1428571428571428,0.2214876516950723,804,10.0,20.0
drizzle,phase_stratified,42,0.0106026785714285,94.3157894736842,0.9971811069467262,0.1428571428571428,0.2213072021289054,810,10.0,20.0
drizzle,phase_stratified,42,0.0107142857142857,93.33333333333331,0.9975162047297598,0.1428571428571428,0.2206620549790673,832,10.0,20.0
drizzle,phase_stratified,42,0.0108258928571428,92.37113402061856,0.9973839984577664,0.1428571428571428,0.2216090580540805,800,10.0,20.0
drizzle,phase_stratified,42,0.0109375,91.42857142857144,0.9974844599903326,0.1428571428571428,0.2198217694523472,862,10.0,20.0
drizzle,phase_stratified,42,0.0110491071428571,90.50505050505052,0.9973810390839772,0.1428571428571428,0.2202084457452045,848,10.0,20.0
drizzle,phase_stratified,42,0.0111607142857142,89.6,0.9964605965097978,0.1428571428571428,0.2192851642681468,882,10.0,20.0
drizzle,phase_stratified,42,0.0112723214285714,88.71287128712872,0.995059321370425,0.1428571428571428,0.2207774717881565,828,10.0,20.0
drizzle,phase_stratified,42,0.0113839285714285,87.84313725490196,0.996380479354778,0.1428571428571428,0.2195511974861926,872,10.0,20.0
drizzle,phase_stratified,42,0.0114955357142857,86.99029126213593,0.9960858032723474,0.1428571428571428,0.2185633641097324,910,10.0,20.0
drizzle,phase_stratified,42,0.0116071428571428,86.15384615384615,0.9961860133928532,0.1428571428571428,0.219658874403757,868,10.0,20.0
drizzle,phase_stratified,42,0.01171875,85.33333333333333,0.9953365167731398,0.1428571428571428,0.2190235438935731,892,10.0,20.0
drizzle,phase_stratified,42,0.0118303571428571,84.52830188679246,0.9954705784863108,0.1428571428571428,0.2181654494608149,926,10.0,20.0
drizzle,phase_stratified,42,0.0119419642857142,83.73831775700936,0.9947952231356972,0.1428571428571428,0.2184129445874899,916,10.0,20.0
drizzle,phase_stratified,42,0.0120535714285714,82.96296296296298,0.9958032951929818,0.1428571428571428,0.2185130620438174,912,10.0,20.0
